[2062, 1548]
[folio, [17.0, 48.0, 452.0, 36.0], ujwAFuuZfY, 5712309]
[folio, [993.0, 1136.0, 421.0, 36.0], t9yOkgdQ0y, 5712309]
[paragraph, [993.0, 1193.0, 466.0, 36.0], dJ4O3U797e, 5712309]
[paragraph, [993.0, 1229.0, 466.0, 36.0], dJ4O3U797e, 5712309]
[paragraph, [993.0, 1265.0, 466.0, 36.0], dJ4O3U797e, 5712309]
[paragraph, [998.0, 1340.0, 454.0, 36.0], s5R082b3DN, 5712309]
[paragraph, [998.0, 1376.0, 454.0, 36.0], s5R082b3DN, 5712309]
[paragraph, [998.0, 1412.0, 454.0, 36.0], s5R082b3DN, 5712309]
[paragraph, [998.0, 1448.0, 454.0, 36.0], s5R082b3DN, 5712309]
[paragraph, [16.0, 1436.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1472.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1508.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1544.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1580.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1616.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1652.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1688.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1724.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1760.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1796.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1832.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1868.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [16.0, 1904.0, 320.0, 36.0], BKHo0ynJo3, 5712309]
[paragraph, [1019.0, 1510.0, 281.0, 36.0], n-Ib6USsVq, 5712309]
[paragraph, [1019.0, 1546.0, 281.0, 36.0], n-Ib6USsVq, 5712309]
[paragraph, [1029.0, 1575.0, 321.0, 36.0], VheBDt-Pbd, 5712309]
[paragraph, [1029.0, 1611.0, 321.0, 36.0], VheBDt-Pbd, 5712309]
[paragraph, [1029.0, 1647.0, 321.0, 36.0], VheBDt-Pbd, 5712309]
[paragraph, [1029.0, 1683.0, 321.0, 36.0], VheBDt-Pbd, 5712309]
[paragraph, [1032.0, 1726.0, 327.0, 36.0], dyv_V3LGwM, 5712309]
[paragraph, [1032.0, 1762.0, 327.0, 36.0], dyv_V3LGwM, 5712309]
[paragraph, [1032.0, 1798.0, 327.0, 36.0], dyv_V3LGwM, 5712309]
[paragraph, [1032.0, 1834.0, 327.0, 36.0], dyv_V3LGwM, 5712309]
[paragraph, [1032.0, 1870.0, 327.0, 36.0], dyv_V3LGwM, 5712309]
[paragraph, [1032.0, 1906.0, 327.0, 36.0], dyv_V3LGwM, 5712309]
[folio, [1110.0, 1946.0, 285.0, 36.0], HeifnnYi0I, 5712309]
[folio, [95.0, 1962.0, 281.0, 36.0], 1zw2eS4Xgr, 5712309]
