[1754, 1241]
[paragraph, [263.0, 97.0, 170.0, 36.0], mhVvjpSAA0, 5706740]
[ordered-list, [142.0, 1092.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1128.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1164.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1200.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1236.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1272.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1308.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1344.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1380.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1416.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1452.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1488.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1524.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1560.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[ordered-list, [142.0, 1596.0, 954.0, 36.0], iIjwwaemsW, 5706740]
[sub-ordered-list, [198.0, 400.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 436.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 472.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 508.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 544.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 580.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 616.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 652.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 688.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 724.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 760.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 796.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 832.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 868.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [198.0, 904.0, 898.0, 36.0], Dbtt-V8EME, 5706740]
[sub-ordered-list, [202.0, 1057.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1093.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1129.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1165.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1201.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1237.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1273.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1309.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1345.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1381.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1417.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1453.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1489.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1525.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1561.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
[sub-ordered-list, [202.0, 1597.0, 892.0, 36.0], shoonya_0s6X1M0ASBJ95V, 5706740]
