[1492, 1000]
[folio, [414.0, 156.0, 200.0, 18.0], shoonya_1s844VCT0BEV9Y, 5720018]
[paragraph, [151.0, 1026.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [156.0, 1044.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1062.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1080.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1098.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1116.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1134.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1152.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1170.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1188.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1206.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1224.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1242.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1260.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1278.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
[paragraph, [156.0, 1296.0, 728.0, 18.0], lCE_UMRf9b, 5720018]
