[2200, 1656]
[contact-info, [458.0, 175.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[figure-caption, [1213.0, 855.0, 130.0, 36.0], m5yj9nDd4B, 5653834]
[chapter-title, [198.0, 638.0, 243.0, 70.5], LYvQ6Zh_F4, 5653834]
[chapter-title, [198.0, 779.0, 243.0, 70.5], LYvQ6Zh_F4, 5653834]
[chapter-title, [198.0, 849.5, 243.0, 70.5], LYvQ6Zh_F4, 5653834]
[chapter-title, [198.0, 920.0, 243.0, 70.5], LYvQ6Zh_F4, 5653834]
[chapter-title, [198.0, 990.5, 243.0, 70.5], LYvQ6Zh_F4, 5653834]
[chapter-title, [198.0, 1061.0, 243.0, 70.5], LYvQ6Zh_F4, 5653834]
[chapter-title, [198.0, 1131.5, 243.0, 70.5], LYvQ6Zh_F4, 5653834]
[chapter-title, [198.0, 1202.0, 243.0, 70.5], LYvQ6Zh_F4, 5653834]
[figure-caption, [1211.0, 1037.0, 96.0, 36.0], shoonya_3sQKQ4OW2WQVH0, 5653834]
[figure-caption, [1211.0, 1073.0, 96.0, 36.0], shoonya_3sQKQ4OW2WQVH0, 5653834]
[figure-caption, [1211.0, 1109.0, 96.0, 36.0], shoonya_3sQKQ4OW2WQVH0, 5653834]
[figure-caption, [1211.0, 1145.0, 96.0, 36.0], shoonya_3sQKQ4OW2WQVH0, 5653834]
[figure-caption, [1211.0, 1181.0, 96.0, 36.0], shoonya_3sQKQ4OW2WQVH0, 5653834]
[contact-info, [241.0, 1387.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1423.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1459.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1495.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1531.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1567.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1603.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1639.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1675.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1711.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1747.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1783.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1819.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1855.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1891.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1927.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
[contact-info, [241.0, 1963.0, 399.0, 36.0], hR-1tgowgJ, 5653834]
