[2067, 1567]
[folio, [1263.0, 186.0, 107.0, 36.0], EYiIgpm8Rw, 5736030]
[paragraph, [194.0, 1310.0, 580.0, 36.0], shoonya_2sECIK3F9Q8283, 5736030]
[paragraph, [194.0, 1346.0, 580.0, 36.0], shoonya_2sECIK3F9Q8283, 5736030]
[paragraph, [194.0, 1382.0, 580.0, 36.0], shoonya_2sECIK3F9Q8283, 5736030]
[paragraph, [194.0, 1418.0, 580.0, 36.0], shoonya_2sECIK3F9Q8283, 5736030]
[paragraph, [194.0, 1454.0, 580.0, 36.0], shoonya_2sECIK3F9Q8283, 5736030]
[paragraph, [194.0, 1490.0, 580.0, 36.0], shoonya_2sECIK3F9Q8283, 5736030]
[paragraph, [194.0, 1526.0, 580.0, 36.0], shoonya_2sECIK3F9Q8283, 5736030]
[paragraph, [793.0, 1316.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1352.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1388.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1424.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1460.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1496.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1532.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1568.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1604.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1640.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1676.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[paragraph, [793.0, 1712.0, 575.0, 36.0], KyRtQ0AsS9, 5736030]
[sidebar, [1404.0, 1564.0, 146.0, 36.0], nSNxZzxgAK, 5736030]
[sidebar, [1404.0, 1600.0, 146.0, 36.0], nSNxZzxgAK, 5736030]
[author, [571.0, 1580.0, 201.0, 36.0], shoonya_16s7BTKDXGMNRJ, 5736030]
[reference, [197.0, 1672.0, 461.0, 36.0], shoonya_13sN227XKH2B7U, 5736030]
[reference, [197.0, 1708.0, 461.0, 36.0], shoonya_13sN227XKH2B7U, 5736030]
[paragraph, [803.0, 1759.0, 568.0, 36.0], XyTaVl3US6, 5736030]
[folio, [193.0, 1822.0, 230.0, 36.0], shoonya_12sSDUIJZCLFA3, 5736030]
