[1008, 612]
[ordered-list, [61.0, 22.0, 463.0, 18.0], shoonya_0s7TSO67C1JR9S, 5756637]
[ordered-list, [61.0, 544.0, 463.0, 18.0], shoonya_0s7TSO67C1JR9S, 5756637]
[ordered-list, [61.0, 562.0, 463.0, 18.0], shoonya_0s7TSO67C1JR9S, 5756637]
[ordered-list, [61.0, 580.0, 463.0, 18.0], shoonya_0s7TSO67C1JR9S, 5756637]
[ordered-list, [61.0, 598.0, 463.0, 18.0], shoonya_0s7TSO67C1JR9S, 5756637]
[ordered-list, [61.0, 616.0, 463.0, 18.0], shoonya_0s7TSO67C1JR9S, 5756637]
[sub-ordered-list, [61.0, 36.0, 142.0, 18.0], byLuyGXf7V, 5756637]
[sub-ordered-list, [61.0, 54.0, 142.0, 18.0], byLuyGXf7V, 5756637]
[sub-ordered-list, [61.0, 72.0, 142.0, 18.0], byLuyGXf7V, 5756637]
[sub-ordered-list, [61.0, 90.0, 142.0, 18.0], byLuyGXf7V, 5756637]
[sub-ordered-list, [67.0, 127.0, 255.0, 18.0], qVglvqK-IG, 5756637]
[sub-ordered-list, [67.0, 145.0, 255.0, 18.0], qVglvqK-IG, 5756637]
[sub-ordered-list, [67.0, 163.0, 255.0, 18.0], qVglvqK-IG, 5756637]
[sub-ordered-list, [68.0, 201.0, 258.0, 18.0], NYHgP5zPtz, 5756637]
[sub-ordered-list, [68.0, 219.0, 258.0, 18.0], NYHgP5zPtz, 5756637]
[sub-ordered-list, [67.0, 261.0, 425.0, 18.0], pOLhtFBDXE, 5756637]
[sub-ordered-list, [67.0, 279.0, 425.0, 18.0], pOLhtFBDXE, 5756637]
[sub-ordered-list, [67.0, 297.0, 425.0, 18.0], pOLhtFBDXE, 5756637]
[sub-ordered-list, [67.0, 315.0, 425.0, 18.0], pOLhtFBDXE, 5756637]
[sub-ordered-list, [67.0, 333.0, 425.0, 18.0], pOLhtFBDXE, 5756637]
[subsub-ordered-list, [71.0, 335.0, 319.0, 18.0], 4vs1_0In9b, 5756637]
[sub-ordered-list, [71.0, 367.0, 377.0, 18.0], BVrif7mrLN, 5756637]
[sub-ordered-list, [71.0, 385.0, 377.0, 18.0], BVrif7mrLN, 5756637]
[sub-ordered-list, [71.0, 403.0, 377.0, 18.0], BVrif7mrLN, 5756637]
[sub-ordered-list, [71.0, 421.0, 377.0, 18.0], BVrif7mrLN, 5756637]
[subsub-ordered-list, [69.0, 378.0, 375.0, 18.0], mK_4tsgHZU, 5756637]
[subsub-ordered-list, [172.0, 423.0, 239.0, 18.0], dyzJjbSSHj, 5756637]
[sub-ordered-list, [67.0, 457.0, 445.0, 18.0], Ezi9S-Sz24, 5756637]
[sub-ordered-list, [67.0, 475.0, 445.0, 18.0], Ezi9S-Sz24, 5756637]
[sub-ordered-list, [67.0, 493.0, 445.0, 18.0], Ezi9S-Sz24, 5756637]
[sub-ordered-list, [67.0, 511.0, 445.0, 18.0], Ezi9S-Sz24, 5756637]
[sub-ordered-list, [67.0, 529.0, 445.0, 18.0], Ezi9S-Sz24, 5756637]
[sub-ordered-list, [67.0, 547.0, 445.0, 18.0], Ezi9S-Sz24, 5756637]
[subsub-ordered-list, [68.0, 488.0, 335.0, 18.0], AXV8rSlKZb, 5756637]
[subsub-ordered-list, [130.0, 549.0, 286.0, 18.0], J1UTME6zQE, 5756637]
[sub-ordered-list, [66.0, 627.0, 362.0, 18.0], s4SsbMSBt5, 5756637]
[paragraph, [59.0, 658.0, 339.0, 18.0], _M_9-KIOD1, 5756637]
