[2230, 1704]
[paragraph, [84.0, 138.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [91.0, 2088.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [900.0, 1530.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1566.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1602.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1638.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1674.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1710.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1746.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1782.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1818.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1854.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1890.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1926.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1962.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 1998.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 2034.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 2070.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[paragraph, [900.0, 2106.0, 777.0, 36.0], shoonya_2s0XCS5H8O3FDV, 5654032]
[folio, [806.0, 2147.0, 185.0, 36.0], UIRuCIbg-w, 5654032]
[footnote, [504.0, 2174.0, 691.0, 36.0], 5f9_ahF7MT, 5654032]
