[720, 504]
[paragraph, [249.0, 109.0, 203.0, 18.0], shoonya_1sL2WCDJX6Z66Q, 5651698]
[paragraph, [33.0, 466.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[paragraph, [33.0, 484.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[paragraph, [33.0, 502.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[paragraph, [33.0, 520.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[paragraph, [33.0, 538.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[paragraph, [33.0, 556.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[paragraph, [33.0, 574.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[paragraph, [33.0, 592.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[paragraph, [33.0, 610.0, 204.0, 18.0], shoonya_0sOA8OHYTVIQRO, 5651698]
[sidebar, [251.0, 502.0, 194.0, 18.0], shoonya_3sB2P9BL8JA96F, 5651698]
[sidebar, [251.0, 520.0, 194.0, 18.0], shoonya_3sB2P9BL8JA96F, 5651698]
[sidebar, [251.0, 538.0, 194.0, 18.0], shoonya_3sB2P9BL8JA96F, 5651698]
[sidebar, [251.0, 556.0, 194.0, 18.0], shoonya_3sB2P9BL8JA96F, 5651698]
[sidebar, [251.0, 574.0, 194.0, 18.0], shoonya_3sB2P9BL8JA96F, 5651698]
[sidebar, [251.0, 592.0, 194.0, 18.0], shoonya_3sB2P9BL8JA96F, 5651698]
[sidebar, [251.0, 610.0, 194.0, 18.0], shoonya_3sB2P9BL8JA96F, 5651698]
