[1806, 1262]
[folio, [283.0, 98.0, 817.0, 36.0], shoonya_5sV7EUD34BPPBB, 5680689]
[paragraph, [89.0, 285.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 321.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 357.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 393.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 429.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 465.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 501.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 537.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 573.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 609.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 645.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 681.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 717.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 753.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 789.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 825.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 861.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 897.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 933.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 969.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 1005.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [89.0, 1041.0, 518.0, 36.0], shoonya_1sDM6L6IVST7VB, 5680689]
[paragraph, [645.0, 768.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 804.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 840.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 876.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 912.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 948.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 984.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1020.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1056.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1092.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1128.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1164.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1200.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1236.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1272.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1308.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1344.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1380.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1416.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1452.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1488.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1524.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1560.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1596.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1632.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [645.0, 1668.0, 519.0, 36.0], shoonya_0sR0VRIJVCCXLG, 5680689]
[paragraph, [99.0, 1095.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1131.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1167.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1203.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1239.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1275.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1311.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1347.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1383.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1419.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [99.0, 1455.0, 507.0, 36.0], shoonya_3sYDE1C3IYGJUE, 5680689]
[paragraph, [100.0, 1526.0, 509.0, 36.0], shoonya_4sALYE0QGYBRXX, 5680689]
[paragraph, [100.0, 1562.0, 509.0, 36.0], shoonya_4sALYE0QGYBRXX, 5680689]
[paragraph, [100.0, 1598.0, 509.0, 36.0], shoonya_4sALYE0QGYBRXX, 5680689]
[paragraph, [100.0, 1634.0, 509.0, 36.0], shoonya_4sALYE0QGYBRXX, 5680689]
[paragraph, [100.0, 1670.0, 509.0, 36.0], shoonya_4sALYE0QGYBRXX, 5680689]
