[1388, 886]
[folio, [662.0, 55.0, 192.0, 18.0], shoonya_1s5M5B86GZVRFV, 5742650]
[paragraph, [25.0, 320.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 338.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 356.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 374.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 392.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 410.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 428.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 446.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 464.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [25.0, 482.0, 406.0, 18.0], shoonya_0sPZ8EAQEHEWN0, 5742650]
[paragraph, [34.0, 509.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 527.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 545.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 563.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 581.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 599.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 617.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 635.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 653.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 671.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 689.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 707.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 725.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 743.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 761.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 779.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 797.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 815.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 833.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 851.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 869.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 887.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 905.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 923.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 941.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 959.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 977.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 995.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 1013.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 1031.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 1049.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 1067.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 1085.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 1103.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [34.0, 1121.0, 401.0, 18.0], _p8IFOsjZo, 5742650]
[paragraph, [451.0, 1075.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [451.0, 1093.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [451.0, 1111.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [451.0, 1129.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [451.0, 1147.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [451.0, 1165.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [451.0, 1183.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [451.0, 1201.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [451.0, 1219.0, 403.0, 18.0], na_MO6tbXN, 5742650]
[paragraph, [36.0, 1146.0, 400.0, 18.0], tV45j44-KR, 5742650]
[paragraph, [36.0, 1164.0, 400.0, 18.0], tV45j44-KR, 5742650]
[paragraph, [36.0, 1182.0, 400.0, 18.0], tV45j44-KR, 5742650]
[paragraph, [36.0, 1200.0, 400.0, 18.0], tV45j44-KR, 5742650]
[paragraph, [36.0, 1218.0, 400.0, 18.0], tV45j44-KR, 5742650]
[footnote, [39.0, 1257.0, 825.0, 18.0], Ns8aNpFLbA, 5742650]
[footnote, [39.0, 1275.0, 825.0, 18.0], Ns8aNpFLbA, 5742650]
[footnote, [39.0, 1293.0, 825.0, 18.0], Ns8aNpFLbA, 5742650]
[footnote, [39.0, 1311.0, 825.0, 18.0], Ns8aNpFLbA, 5742650]
[footnote, [568.0, 1354.0, 266.0, 18.0], NR7VIzGvwa, 5742650]
