[2578, 2048]
[headline, [274.0, 210.0, 1517.0, 52.5], shoonya_0sLPVC2JVO0101, 6473727]
[folio, [1821.0, 2872.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 2919.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 2965.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3012.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3058.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3105.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3151.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3198.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3244.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3291.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3337.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3384.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3430.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3477.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3523.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3570.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3616.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3663.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3709.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3756.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3802.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3849.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3895.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3942.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 3988.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4035.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4081.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4128.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4174.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4221.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4267.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4314.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4360.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4407.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4453.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4500.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4546.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4593.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4639.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4686.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4732.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4779.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4825.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4872.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4918.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 4965.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 5011.5, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
[folio, [1821.0, 5058.0, 1982.0, 46.5], shoonya_1sKRCA7GZW05I4, 6473727]
