[2339, 1656]
[paragraph, [189.0, 100.0, 494.0, 36.0], shoonya_4s5HBEMOYHDICJ, 5750189]
[paragraph, [857.0, 1005.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1041.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1077.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1113.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1149.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1185.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1221.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1257.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1293.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 1329.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [128.0, 215.0, 699.0, 36.0], shoonya_3s6ZRJNPSKQE19, 5750189]
[paragraph, [128.0, 251.0, 699.0, 36.0], shoonya_3s6ZRJNPSKQE19, 5750189]
[paragraph, [128.0, 287.0, 699.0, 36.0], shoonya_3s6ZRJNPSKQE19, 5750189]
[paragraph, [126.0, 327.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 363.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 399.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 435.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 471.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 507.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 543.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 579.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 615.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 651.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 687.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 723.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 759.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 795.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 831.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 867.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 903.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 939.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 975.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 1011.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [126.0, 1047.0, 702.0, 36.0], shoonya_2sOZ413HBD7KDG, 5750189]
[paragraph, [129.0, 1093.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1129.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1165.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1201.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1237.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1273.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1309.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1345.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1381.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1417.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1453.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1489.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1525.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1561.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1597.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1633.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1669.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1705.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1741.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1777.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1813.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1849.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1885.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [129.0, 1921.0, 697.0, 36.0], shoonya_0sJ6WBO8K1SINQ, 5750189]
[paragraph, [917.0, 1373.0, 605.0, 36.0], lFGz5Ivt2v, 5750189]
[paragraph, [917.0, 1409.0, 605.0, 36.0], lFGz5Ivt2v, 5750189]
[paragraph, [858.0, 1484.0, 701.0, 36.0], shoonya_6sTP0OOEOF62XG, 5750189]
[paragraph, [858.0, 1520.0, 701.0, 36.0], shoonya_6sTP0OOEOF62XG, 5750189]
[paragraph, [858.0, 1556.0, 701.0, 36.0], shoonya_6sTP0OOEOF62XG, 5750189]
[paragraph, [858.0, 1592.0, 701.0, 36.0], shoonya_6sTP0OOEOF62XG, 5750189]
[paragraph, [858.0, 1628.0, 701.0, 36.0], shoonya_6sTP0OOEOF62XG, 5750189]
[paragraph, [983.0, 1697.0, 457.0, 36.0], shoonya_7sWMLXYH48IWB2, 5750189]
[paragraph, [850.0, 1757.0, 601.0, 36.0], frg0z4joWf, 5750189]
[paragraph, [850.0, 1793.0, 601.0, 36.0], frg0z4joWf, 5750189]
[paragraph, [850.0, 1829.0, 601.0, 36.0], frg0z4joWf, 5750189]
[paragraph, [850.0, 1865.0, 601.0, 36.0], frg0z4joWf, 5750189]
[paragraph, [850.0, 1901.0, 601.0, 36.0], frg0z4joWf, 5750189]
[paragraph, [850.0, 1969.0, 713.0, 36.0], n7H2X0kRVq, 5750189]
[paragraph, [850.0, 2005.0, 713.0, 36.0], n7H2X0kRVq, 5750189]
[paragraph, [850.0, 2041.0, 713.0, 36.0], n7H2X0kRVq, 5750189]
[paragraph, [850.0, 2077.0, 713.0, 36.0], n7H2X0kRVq, 5750189]
[footnote, [120.0, 2017.0, 549.0, 36.0], KR-jAD8ZIH, 5750189]
[footnote, [120.0, 2053.0, 549.0, 36.0], KR-jAD8ZIH, 5750189]
