[1250, 1650]
[sub-headline, [577.0, 37.0, 175.0, 25.5], 2G1wCHw-Hs, 5725821]
[paragraph, [1124.0, 584.0, 525.0, 18.0], O3qQvWBXmI, 5725821]
[paragraph, [1124.0, 602.0, 525.0, 18.0], O3qQvWBXmI, 5725821]
[paragraph, [1124.0, 620.0, 525.0, 18.0], O3qQvWBXmI, 5725821]
[paragraph, [1124.0, 638.0, 525.0, 18.0], O3qQvWBXmI, 5725821]
[paragraph, [1124.0, 656.0, 525.0, 18.0], O3qQvWBXmI, 5725821]
[sub-headline, [12.0, 406.0, 280.0, 25.5], bKAMHgLaZS, 5725821]
[paragraph, [10.0, 451.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 469.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 487.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 505.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 523.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 541.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 559.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 577.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 595.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 613.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 631.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 649.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 667.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 685.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[paragraph, [10.0, 703.0, 530.0, 18.0], yd0-rNMDge, 5725821]
[sub-headline, [575.0, 662.0, 202.0, 25.5], e-S0zxLnto, 5725821]
[sub-headline, [1126.0, 699.0, 303.0, 25.5], 9BRi5Uxz2c, 5725821]
[paragraph, [565.0, 703.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 721.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 739.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 757.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 775.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 793.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 811.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 829.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 847.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 865.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 883.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 901.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 919.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 937.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 955.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 973.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 991.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [565.0, 1009.0, 540.0, 18.0], X2AXjOZNNV, 5725821]
[paragraph, [1122.0, 738.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 756.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 774.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 792.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 810.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 828.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 846.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 864.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 882.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 900.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 918.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
[paragraph, [1122.0, 936.0, 521.0, 18.0], NSRCRUZLt2, 5725821]
