[1625, 1211]
[headline, [272.0, 71.0, 678.0, 37.5], H_RiAjG5C2, 5742509]
[paragraph, [434.0, 648.0, 339.0, 36.0], OsN7W1zb6v, 5742509]
[paragraph, [434.0, 684.0, 339.0, 36.0], OsN7W1zb6v, 5742509]
[paragraph, [438.0, 789.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 825.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 861.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 897.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 933.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 969.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 1005.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 1041.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 1077.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [438.0, 1113.0, 351.0, 36.0], dLFA8GgrAg, 5742509]
[paragraph, [70.0, 793.0, 355.0, 36.0], shoonya_3sA31YVH4J90QQ, 5742509]
[paragraph, [70.0, 829.0, 355.0, 36.0], shoonya_3sA31YVH4J90QQ, 5742509]
[paragraph, [70.0, 865.0, 355.0, 36.0], shoonya_3sA31YVH4J90QQ, 5742509]
[paragraph, [70.0, 901.0, 355.0, 36.0], shoonya_3sA31YVH4J90QQ, 5742509]
[paragraph, [70.0, 937.0, 355.0, 36.0], shoonya_3sA31YVH4J90QQ, 5742509]
[paragraph, [797.0, 795.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 831.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 867.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 903.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 939.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 975.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 1011.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 1047.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 1083.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [797.0, 1119.0, 343.0, 36.0], -4qo_MhUqd, 5742509]
[paragraph, [74.0, 1010.0, 349.0, 36.0], h3hgMLZ2w5, 5742509]
[paragraph, [74.0, 1046.0, 349.0, 36.0], h3hgMLZ2w5, 5742509]
[paragraph, [74.0, 1082.0, 349.0, 36.0], h3hgMLZ2w5, 5742509]
[paragraph, [74.0, 1118.0, 349.0, 36.0], h3hgMLZ2w5, 5742509]
[section-title, [199.0, 1190.0, 784.0, 49.5], a1LLJeqWwb, 5742509]
[paragraph, [802.0, 1244.0, 340.0, 36.0], 8eK0Zewr5T, 5742509]
[paragraph, [802.0, 1280.0, 340.0, 36.0], 8eK0Zewr5T, 5742509]
[paragraph, [802.0, 1316.0, 340.0, 36.0], 8eK0Zewr5T, 5742509]
[paragraph, [802.0, 1352.0, 340.0, 36.0], 8eK0Zewr5T, 5742509]
[paragraph, [78.0, 1246.0, 337.0, 36.0], hIHT23Cz7h, 5742509]
[paragraph, [78.0, 1282.0, 337.0, 36.0], hIHT23Cz7h, 5742509]
[paragraph, [78.0, 1318.0, 337.0, 36.0], hIHT23Cz7h, 5742509]
[paragraph, [78.0, 1354.0, 337.0, 36.0], hIHT23Cz7h, 5742509]
[paragraph, [78.0, 1390.0, 337.0, 36.0], hIHT23Cz7h, 5742509]
[paragraph, [78.0, 1426.0, 337.0, 36.0], hIHT23Cz7h, 5742509]
[paragraph, [78.0, 1462.0, 337.0, 36.0], hIHT23Cz7h, 5742509]
[paragraph, [443.0, 1247.0, 337.0, 36.0], U7yvctE-Ir, 5742509]
[paragraph, [443.0, 1283.0, 337.0, 36.0], U7yvctE-Ir, 5742509]
[paragraph, [443.0, 1319.0, 337.0, 36.0], U7yvctE-Ir, 5742509]
[paragraph, [440.0, 1370.0, 337.0, 36.0], j5jflu3gOv, 5742509]
[paragraph, [440.0, 1406.0, 337.0, 36.0], j5jflu3gOv, 5742509]
[paragraph, [440.0, 1442.0, 337.0, 36.0], j5jflu3gOv, 5742509]
[paragraph, [803.0, 1397.0, 337.0, 36.0], 9y3Bodq-FS, 5742509]
[paragraph, [803.0, 1433.0, 337.0, 36.0], 9y3Bodq-FS, 5742509]
[paragraph, [803.0, 1469.0, 337.0, 36.0], 9y3Bodq-FS, 5742509]
[folio, [561.0, 1520.0, 98.0, 36.0], 1TOKWMEXnZ, 5742509]
[footnote, [752.0, 1582.0, 378.0, 36.0], Z4vVcQ2ZbQ, 5742509]
