[834, 618]
[folio, [51.0, 46.0, 102.0, 18.0], 5BZrwaCEQ8, 5712425]
[unordered-list, [428.0, 688.0, 121.0, 18.0], ObHbaYNJg5, 5712425]
[unordered-list, [428.0, 706.0, 121.0, 18.0], ObHbaYNJg5, 5712425]
[unordered-list, [170.0, 582.0, 126.0, 18.0], PAAa7SyOCh, 5712425]
[unordered-list, [170.0, 600.0, 126.0, 18.0], PAAa7SyOCh, 5712425]
[unordered-list, [170.0, 618.0, 126.0, 18.0], PAAa7SyOCh, 5712425]
[unordered-list, [170.0, 636.0, 126.0, 18.0], PAAa7SyOCh, 5712425]
[unordered-list, [170.0, 654.0, 126.0, 18.0], PAAa7SyOCh, 5712425]
[unordered-list, [170.0, 672.0, 126.0, 18.0], PAAa7SyOCh, 5712425]
[unordered-list, [170.0, 690.0, 126.0, 18.0], PAAa7SyOCh, 5712425]
[contact-info, [387.0, 742.0, 83.0, 18.0], shoonya_1sA8UFUGCT9A9J, 5712425]
[contact-info, [387.0, 760.0, 83.0, 18.0], shoonya_1sA8UFUGCT9A9J, 5712425]
[folio, [57.0, 743.0, 110.0, 18.0], shoonya_6sB63OQKGA01B0, 5712425]
[contact-info, [179.0, 743.0, 72.0, 18.0], shoonya_4s5M7JRF1R5BFH, 5712425]
[contact-info, [263.0, 743.0, 110.0, 18.0], shoonya_0sOAQLF5AXR1HK, 5712425]
[contact-info, [263.0, 761.0, 110.0, 18.0], shoonya_0sOAQLF5AXR1HK, 5712425]
