[792, 612]
[folio, [56.0, 44.0, 155.0, 18.0], ewvbRKdERv, 6491331]
[paragraph, [316.0, 97.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 115.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 133.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 151.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 169.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 187.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 205.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 223.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 241.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 259.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 277.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 295.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 313.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 331.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 349.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 367.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 385.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 403.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 421.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 439.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 457.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 475.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 493.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 511.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [316.0, 529.0, 253.0, 18.0], YvGjOpBSod, 6491331]
[paragraph, [58.0, 413.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 431.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 449.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 467.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 485.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 503.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 521.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 539.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 557.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 575.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 593.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [58.0, 611.0, 258.0, 18.0], shoonya_0sDHARJQU6TZ7U, 6491331]
[paragraph, [317.0, 550.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 568.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 586.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 604.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 622.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 640.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 658.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 676.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 694.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 712.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [317.0, 730.0, 258.0, 18.0], shoonya_2sI4V6CLWP3URY, 6491331]
[paragraph, [56.0, 645.0, 258.0, 18.0], shoonya_4sXB80NWGK0CPQ, 6491331]
[paragraph, [56.0, 663.0, 258.0, 18.0], shoonya_4sXB80NWGK0CPQ, 6491331]
[paragraph, [56.0, 681.0, 258.0, 18.0], shoonya_4sXB80NWGK0CPQ, 6491331]
[paragraph, [56.0, 699.0, 258.0, 18.0], shoonya_4sXB80NWGK0CPQ, 6491331]
[paragraph, [56.0, 717.0, 258.0, 18.0], shoonya_4sXB80NWGK0CPQ, 6491331]
