[872, 605]
[section-title, [271.0, 35.0, 75.0, 30.0], yZ88Vs007N, 6456954]
[paragraph, [34.0, 583.0, 267.0, 18.0], Jkrc1ULt0v, 6456954]
[paragraph, [34.0, 601.0, 267.0, 18.0], Jkrc1ULt0v, 6456954]
[paragraph, [38.0, 616.0, 265.0, 18.0], -eOfhk5mvw, 6456954]
[paragraph, [38.0, 634.0, 265.0, 18.0], -eOfhk5mvw, 6456954]
[paragraph, [38.0, 652.0, 265.0, 18.0], -eOfhk5mvw, 6456954]
[paragraph, [38.0, 670.0, 265.0, 18.0], -eOfhk5mvw, 6456954]
[paragraph, [38.0, 688.0, 265.0, 18.0], -eOfhk5mvw, 6456954]
[reference, [305.0, 680.0, 260.0, 18.0], y6hzkQ5jIR, 6456954]
[reference, [305.0, 698.0, 260.0, 18.0], y6hzkQ5jIR, 6456954]
[reference, [305.0, 716.0, 260.0, 18.0], y6hzkQ5jIR, 6456954]
[reference, [305.0, 734.0, 260.0, 18.0], y6hzkQ5jIR, 6456954]
[reference, [305.0, 752.0, 260.0, 18.0], y6hzkQ5jIR, 6456954]
[reference, [305.0, 770.0, 260.0, 18.0], y6hzkQ5jIR, 6456954]
[reference, [305.0, 788.0, 260.0, 18.0], y6hzkQ5jIR, 6456954]
[reference, [305.0, 806.0, 260.0, 18.0], y6hzkQ5jIR, 6456954]
[reference, [35.0, 714.0, 268.0, 18.0], P_Z2U5vGgm, 6456954]
[reference, [35.0, 732.0, 268.0, 18.0], P_Z2U5vGgm, 6456954]
[reference, [35.0, 750.0, 268.0, 18.0], P_Z2U5vGgm, 6456954]
[reference, [35.0, 768.0, 268.0, 18.0], P_Z2U5vGgm, 6456954]
[reference, [35.0, 786.0, 268.0, 18.0], P_Z2U5vGgm, 6456954]
[reference, [35.0, 804.0, 268.0, 18.0], P_Z2U5vGgm, 6456954]
