[5478, 3644]
[folio, [2259.0, 496.0, 806.0, 52.5], ufvTJWCIbm, 5709797]
[quote, [610.0, 3717.5, 2136.0, 52.5], 3-cmVdcU54, 5709797]
[quote, [628.0, 3825.0, 797.0, 52.5], 0oCV5tkkCJ, 5709797]
[quote, [628.0, 3877.5, 797.0, 52.5], 0oCV5tkkCJ, 5709797]
[paragraph, [655.0, 3952.0, 1981.0, 52.5], MYWRRrYRoW, 5709797]
[paragraph, [655.0, 4004.5, 1981.0, 52.5], MYWRRrYRoW, 5709797]
[paragraph, [364.0, 4089.0, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [364.0, 4141.5, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [364.0, 4194.0, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [364.0, 4246.5, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [364.0, 4299.0, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [364.0, 4351.5, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [364.0, 4404.0, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [364.0, 4456.5, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [364.0, 4509.0, 2801.0, 52.5], dAJAb6zI3W, 5709797]
[paragraph, [633.0, 4744.0, 2450.0, 52.5], wEOx_x2Jck, 5709797]
[paragraph, [633.0, 4796.5, 2450.0, 52.5], wEOx_x2Jck, 5709797]
[paragraph, [633.0, 4849.0, 2450.0, 52.5], wEOx_x2Jck, 5709797]
