[1754, 1241]
[section-title, [110.0, 102.0, 1047.0, 49.5], shoonya_3sDAI0DNA3V382, 5715834]
[ordered-list, [104.0, 758.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 794.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 830.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 866.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 902.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 938.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 974.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1010.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1046.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1082.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1118.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1154.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1190.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1226.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1262.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1298.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 1334.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
