[666, 1322]
[paragraph, [890.0, 94.0, 173.0, 18.0], shoonya_11sTZMMESV6U6F, 5657167]
[paragraph, [891.0, 386.0, 173.0, 18.0], shoonya_10sRJNO2Z4OHQD, 5657167]
[paragraph, [1073.0, 339.0, 173.0, 18.0], shoonya_15s12KBUNWF6H5, 5657167]
[paragraph, [1073.0, 357.0, 173.0, 18.0], shoonya_15s12KBUNWF6H5, 5657167]
[paragraph, [1073.0, 380.0, 173.0, 18.0], shoonya_18sKQ9IC0VHQA9, 5657167]
[paragraph, [1073.0, 398.0, 173.0, 18.0], shoonya_18sKQ9IC0VHQA9, 5657167]
[paragraph, [890.0, 417.0, 173.0, 18.0], shoonya_17sXLW45YY65TZ, 5657167]
[paragraph, [890.0, 435.0, 173.0, 18.0], shoonya_17sXLW45YY65TZ, 5657167]
[paragraph, [890.0, 453.0, 173.0, 18.0], shoonya_17sXLW45YY65TZ, 5657167]
[paragraph, [890.0, 471.0, 173.0, 18.0], shoonya_17sXLW45YY65TZ, 5657167]
[paragraph, [891.0, 421.0, 173.0, 18.0], shoonya_23sZPYJBSJOBHA, 5657167]
[paragraph, [891.0, 439.0, 173.0, 18.0], shoonya_23sZPYJBSJOBHA, 5657167]
[paragraph, [891.0, 457.0, 173.0, 18.0], shoonya_23sZPYJBSJOBHA, 5657167]
[paragraph, [891.0, 475.0, 173.0, 18.0], shoonya_23sZPYJBSJOBHA, 5657167]
[paragraph, [891.0, 493.0, 173.0, 18.0], shoonya_23sZPYJBSJOBHA, 5657167]
[paragraph, [891.0, 511.0, 173.0, 18.0], shoonya_23sZPYJBSJOBHA, 5657167]
[paragraph, [1073.0, 422.0, 172.0, 18.0], shoonya_19sWR23PNBSETK, 5657167]
[paragraph, [1073.0, 440.0, 172.0, 18.0], shoonya_19sWR23PNBSETK, 5657167]
[paragraph, [482.0, 453.0, 174.0, 18.0], shoonya_5sPFF2KMKFNZYT, 5657167]
[paragraph, [482.0, 471.0, 174.0, 18.0], shoonya_5sPFF2KMKFNZYT, 5657167]
[paragraph, [1072.0, 462.0, 175.0, 18.0], shoonya_22sHJD2WJLCD94, 5657167]
[paragraph, [890.0, 491.0, 174.0, 18.0], shoonya_13sKNFHV7BOXPS, 5657167]
[paragraph, [890.0, 509.0, 174.0, 18.0], shoonya_13sKNFHV7BOXPS, 5657167]
