[1238, 765]
[sub-headline, [88.0, 89.0, 146.0, 25.5], khG-y7lhH9, 5770347]
[paragraph, [106.0, 940.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[paragraph, [106.0, 958.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[paragraph, [106.0, 976.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[reference, [579.0, 816.0, 101.0, 18.0], tlfjlv8vVM, 5770347]
[reference, [579.0, 834.0, 101.0, 18.0], tlfjlv8vVM, 5770347]
[paragraph, [387.0, 848.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 866.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 884.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 902.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 920.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 938.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 956.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 974.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 992.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [387.0, 1010.0, 296.0, 18.0], ZkqMMnvWxe, 5770347]
[paragraph, [87.0, 1002.0, 289.0, 18.0], q7GYeFT8k1, 5770347]
[paragraph, [87.0, 1020.0, 289.0, 18.0], q7GYeFT8k1, 5770347]
[paragraph, [392.0, 1034.0, 291.0, 18.0], _xV-9OOd21, 5770347]
[paragraph, [392.0, 1052.0, 291.0, 18.0], _xV-9OOd21, 5770347]
[paragraph, [392.0, 1070.0, 291.0, 18.0], _xV-9OOd21, 5770347]
[paragraph, [392.0, 1088.0, 291.0, 18.0], _xV-9OOd21, 5770347]
[paragraph, [392.0, 1106.0, 291.0, 18.0], _xV-9OOd21, 5770347]
[paragraph, [392.0, 1124.0, 291.0, 18.0], _xV-9OOd21, 5770347]
[paragraph, [86.0, 1058.0, 294.0, 18.0], CciXNrtSiW, 5770347]
[paragraph, [86.0, 1076.0, 294.0, 18.0], CciXNrtSiW, 5770347]
[paragraph, [86.0, 1094.0, 294.0, 18.0], CciXNrtSiW, 5770347]
[paragraph, [86.0, 1112.0, 294.0, 18.0], CciXNrtSiW, 5770347]
[author, [262.0, 1131.0, 117.0, 18.0], S93A8HbxMN, 5770347]
