[1806, 1262]
[folio, [166.0, 100.0, 512.0, 36.0], shoonya_3s515GF2BSWYG5, 5680930]
[paragraph, [649.0, 509.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 545.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 581.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 617.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 653.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 689.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 725.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 761.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 797.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 833.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 869.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 905.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 941.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 977.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1013.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1049.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1085.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1121.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1157.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1193.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1229.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1265.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [649.0, 1301.0, 507.0, 36.0], YhJZUHQ_yM, 5680930]
[paragraph, [99.0, 692.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 728.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 764.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 800.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 836.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 872.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 908.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 944.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 980.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1016.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1052.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1088.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1124.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1160.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1196.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1232.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1268.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1304.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1340.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1376.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1412.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1448.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1484.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1520.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1556.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1592.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1628.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [99.0, 1664.0, 509.0, 36.0], shoonya_1sM1APWW5U1RVW, 5680930]
[paragraph, [649.0, 1345.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1381.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1417.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1453.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1489.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1525.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1561.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1597.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1633.0, 514.0, 36.0], ntJdlybXYr, 5680930]
[paragraph, [649.0, 1669.0, 514.0, 36.0], ntJdlybXYr, 5680930]
