[1320, 1176]
[folio, [70.0, 54.0, 174.0, 18.0], shoonya_0s7PX6N9XBGTJF, 5693870]
[paragraph, [67.0, 586.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 604.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 622.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 640.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 658.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 676.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 694.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [416.0, 433.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 451.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 469.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 487.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 505.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 523.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 541.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 559.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 577.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 595.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 613.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 631.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 649.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 667.0, 330.0, 18.0], 5BxRq83REm, 5693870]
[paragraph, [416.0, 685.0, 330.0, 18.0], 5BxRq83REm, 5693870]
