[1625, 1211]
[folio, [115.0, 194.0, 224.0, 36.0], 9K-3GozKQY, 5742585]
[paragraph, [798.0, 954.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 990.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1026.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1062.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1098.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1134.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1170.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1206.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1242.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1278.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1314.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1350.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1386.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [798.0, 1422.0, 341.0, 36.0], shoonya_1sECOGW74RG96W, 5742585]
[paragraph, [429.0, 1168.0, 352.0, 36.0], 9JPcU7E1Lq, 5742585]
[paragraph, [429.0, 1204.0, 352.0, 36.0], 9JPcU7E1Lq, 5742585]
[paragraph, [429.0, 1240.0, 352.0, 36.0], 9JPcU7E1Lq, 5742585]
[paragraph, [429.0, 1276.0, 352.0, 36.0], 9JPcU7E1Lq, 5742585]
[paragraph, [426.0, 1334.0, 355.0, 36.0], r7S9faVRKl, 5742585]
[paragraph, [426.0, 1370.0, 355.0, 36.0], r7S9faVRKl, 5742585]
[paragraph, [426.0, 1406.0, 355.0, 36.0], r7S9faVRKl, 5742585]
[paragraph, [426.0, 1442.0, 355.0, 36.0], r7S9faVRKl, 5742585]
[paragraph, [63.0, 1393.0, 349.0, 36.0], OEDkiZxw7Q, 5742585]
[paragraph, [63.0, 1429.0, 349.0, 36.0], OEDkiZxw7Q, 5742585]
[footnote, [561.0, 1512.0, 95.0, 36.0], E2_FcKVXR7, 5742585]
