[4666, 3194]
[folio, [1422.0, 394.0, 348.0, 52.5], shoonya_3sPJAGDZ757FA3, 5691952]
[paragraph, [427.0, 3348.0, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3400.5, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3453.0, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3505.5, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3558.0, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3610.5, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3663.0, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3715.5, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3768.0, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3820.5, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [427.0, 3873.0, 2352.0, 52.5], shoonya_2sP92K4PHB1HYX, 5691952]
[paragraph, [439.0, 3967.0, 2351.0, 52.5], V3cZIK3BLa, 5691952]
[paragraph, [439.0, 4019.5, 2351.0, 52.5], V3cZIK3BLa, 5691952]
[paragraph, [439.0, 4072.0, 2351.0, 52.5], V3cZIK3BLa, 5691952]
[paragraph, [431.0, 4151.0, 2363.0, 52.5], cqsM9d8tEL, 5691952]
[paragraph, [431.0, 4203.5, 2363.0, 52.5], cqsM9d8tEL, 5691952]
[paragraph, [431.0, 4256.0, 2363.0, 52.5], cqsM9d8tEL, 5691952]
