[1806, 1262]
[folio, [176.0, 96.0, 506.0, 36.0], HU7XDs0hrC, 5680919]
[paragraph, [102.0, 755.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 791.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 827.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 863.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 899.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 935.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 971.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1007.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1043.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1079.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1115.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1151.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1187.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1223.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1259.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1295.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1331.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1367.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1403.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1439.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1475.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1511.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [102.0, 1547.0, 511.0, 36.0], shoonya_1sG6RKTM41MY5V, 5680919]
[paragraph, [650.0, 438.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 474.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 510.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 546.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 582.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 618.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 654.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 690.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 726.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 762.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 798.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 834.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 870.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 906.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 942.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 978.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1014.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1050.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1086.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1122.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1158.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1194.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1230.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1266.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1302.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [650.0, 1338.0, 502.0, 36.0], shoonya_0sBYLDWK9IVAZC, 5680919]
[paragraph, [651.0, 1404.0, 502.0, 36.0], shoonya_4sXALWH1IRFSB8, 5680919]
[paragraph, [651.0, 1440.0, 502.0, 36.0], shoonya_4sXALWH1IRFSB8, 5680919]
[paragraph, [651.0, 1476.0, 502.0, 36.0], shoonya_4sXALWH1IRFSB8, 5680919]
[paragraph, [651.0, 1512.0, 502.0, 36.0], shoonya_4sXALWH1IRFSB8, 5680919]
[paragraph, [668.0, 1600.0, 490.0, 36.0], uPfTxBfKtG, 5680919]
[paragraph, [668.0, 1636.0, 490.0, 36.0], uPfTxBfKtG, 5680919]
[paragraph, [104.0, 1619.0, 510.0, 36.0], shoonya_5sB29OX2CE3FJ4, 5680919]
[paragraph, [104.0, 1655.0, 510.0, 36.0], shoonya_5sB29OX2CE3FJ4, 5680919]
