[1263, 796]
[folio, [32.0, 23.0, 136.0, 18.0], shoonya_0sY64N5JH8KWVS, 5782177]
[sub-ordered-list, [31.0, 822.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 840.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 858.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 876.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 894.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 912.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 930.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 948.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 966.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 984.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1002.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1020.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1038.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1056.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1074.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1092.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1110.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1128.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 1146.0, 687.0, 18.0], HjupXNeljn, 5782177]
