[2200, 1700]
[paragraph, [901.0, 208.0, 656.0, 36.0], shoonya_3sHFKLLEGHD8O3, 5752297]
[paragraph, [142.0, 1013.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1049.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1085.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1121.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1157.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1193.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1229.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1265.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1301.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1337.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1373.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1409.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1445.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1481.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1517.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1553.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1589.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1625.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1661.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [142.0, 1697.0, 654.0, 36.0], shoonya_1sMXV2YJ3PONMN, 5752297]
[paragraph, [902.0, 1325.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1361.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1397.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1433.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1469.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1505.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1541.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1577.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1613.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1649.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1685.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1721.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1757.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1793.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1829.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1865.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1901.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [902.0, 1937.0, 655.0, 36.0], shoonya_2sRNKJANZN54IW, 5752297]
[paragraph, [141.0, 1789.0, 653.0, 36.0], shoonya_6sCPOBRRGTL0EK, 5752297]
[paragraph, [141.0, 1825.0, 653.0, 36.0], shoonya_6sCPOBRRGTL0EK, 5752297]
[paragraph, [141.0, 1861.0, 653.0, 36.0], shoonya_6sCPOBRRGTL0EK, 5752297]
[paragraph, [141.0, 1897.0, 653.0, 36.0], shoonya_6sCPOBRRGTL0EK, 5752297]
[paragraph, [141.0, 1933.0, 653.0, 36.0], shoonya_6sCPOBRRGTL0EK, 5752297]
[paragraph, [141.0, 1969.0, 653.0, 36.0], shoonya_6sCPOBRRGTL0EK, 5752297]
