[872, 605]
[folio, [29.0, 32.0, 90.0, 18.0], I5UIwGRPtW, 6457552]
[paragraph, [304.0, 562.0, 261.0, 18.0], shoonya_0sT2J3NBOWFMPS, 6457552]
[paragraph, [304.0, 580.0, 261.0, 18.0], shoonya_0sT2J3NBOWFMPS, 6457552]
[paragraph, [37.0, 443.0, 262.0, 18.0], 4HppzqKyE1, 6457552]
[paragraph, [37.0, 461.0, 262.0, 18.0], 4HppzqKyE1, 6457552]
[paragraph, [51.0, 475.0, 213.0, 18.0], CXii61QCcU, 6457552]
[paragraph, [53.0, 495.0, 247.0, 18.0], yz2D4Jaxll, 6457552]
[paragraph, [52.0, 519.0, 179.0, 18.0], cTjbwCXIXs, 6457552]
[paragraph, [39.0, 536.0, 259.0, 18.0], 7OIKor1yB_, 6457552]
[paragraph, [39.0, 554.0, 259.0, 18.0], 7OIKor1yB_, 6457552]
[paragraph, [39.0, 568.0, 229.0, 18.0], W9PoyGq3Ht, 6457552]
[paragraph, [42.0, 589.0, 260.0, 18.0], pejmEgUyO6, 6457552]
[paragraph, [42.0, 607.0, 260.0, 18.0], pejmEgUyO6, 6457552]
[paragraph, [42.0, 625.0, 260.0, 18.0], pejmEgUyO6, 6457552]
[paragraph, [42.0, 643.0, 260.0, 18.0], pejmEgUyO6, 6457552]
[paragraph, [305.0, 608.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [305.0, 626.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [305.0, 644.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [305.0, 662.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [305.0, 680.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [305.0, 698.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [305.0, 716.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [305.0, 734.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [305.0, 752.0, 259.0, 18.0], IQjDNDgbs-, 6457552]
[paragraph, [38.0, 657.0, 270.0, 18.0], NZAxvmi8oI, 6457552]
[paragraph, [38.0, 675.0, 270.0, 18.0], NZAxvmi8oI, 6457552]
[paragraph, [38.0, 693.0, 270.0, 18.0], NZAxvmi8oI, 6457552]
[reference, [36.0, 719.0, 270.0, 18.0], mdsuUE6Dn9, 6457552]
[reference, [36.0, 737.0, 270.0, 18.0], mdsuUE6Dn9, 6457552]
[reference, [36.0, 755.0, 270.0, 18.0], mdsuUE6Dn9, 6457552]
[reference, [36.0, 773.0, 270.0, 18.0], mdsuUE6Dn9, 6457552]
[reference, [36.0, 791.0, 270.0, 18.0], mdsuUE6Dn9, 6457552]
[reference, [36.0, 809.0, 270.0, 18.0], mdsuUE6Dn9, 6457552]
[reference, [305.0, 769.0, 259.0, 18.0], Zs6v28lqHA, 6457552]
[reference, [305.0, 787.0, 259.0, 18.0], Zs6v28lqHA, 6457552]
[reference, [305.0, 805.0, 259.0, 18.0], Zs6v28lqHA, 6457552]
