[872, 605]
[section-title, [269.0, 28.0, 70.0, 30.0], Ot094HpHxL, 6456655]
[paragraph, [322.0, 643.0, 229.0, 18.0], z5kGc-bDuy, 6456655]
[paragraph, [322.0, 661.0, 229.0, 18.0], z5kGc-bDuy, 6456655]
[paragraph, [32.0, 677.0, 268.0, 18.0], DHCeC7HMW_, 6456655]
[paragraph, [36.0, 702.0, 265.0, 18.0], 8PCcQnLKKi, 6456655]
[reference, [307.0, 723.0, 264.0, 18.0], 4j_XCjOWwE, 6456655]
[reference, [307.0, 741.0, 264.0, 18.0], 4j_XCjOWwE, 6456655]
[reference, [307.0, 759.0, 264.0, 18.0], 4j_XCjOWwE, 6456655]
[reference, [307.0, 777.0, 264.0, 18.0], 4j_XCjOWwE, 6456655]
[reference, [307.0, 795.0, 264.0, 18.0], 4j_XCjOWwE, 6456655]
[reference, [307.0, 813.0, 264.0, 18.0], 4j_XCjOWwE, 6456655]
[reference, [39.0, 741.0, 263.0, 18.0], RKSu3yIayd, 6456655]
[reference, [39.0, 759.0, 263.0, 18.0], RKSu3yIayd, 6456655]
[reference, [39.0, 777.0, 263.0, 18.0], RKSu3yIayd, 6456655]
[reference, [39.0, 795.0, 263.0, 18.0], RKSu3yIayd, 6456655]
[reference, [39.0, 813.0, 263.0, 18.0], RKSu3yIayd, 6456655]
