[872, 605]
[chapter-title, [249.0, 34.0, 107.0, 30.0], shoonya_0sLOVCUJEGGI54, 6457374]
[paragraph, [36.0, 460.0, 265.0, 18.0], knMEu2O28s, 6457374]
[paragraph, [36.0, 478.0, 265.0, 18.0], knMEu2O28s, 6457374]
[paragraph, [36.0, 496.0, 265.0, 18.0], knMEu2O28s, 6457374]
[paragraph, [36.0, 514.0, 265.0, 18.0], knMEu2O28s, 6457374]
[paragraph, [36.0, 532.0, 265.0, 18.0], knMEu2O28s, 6457374]
[paragraph, [304.0, 475.0, 252.0, 18.0], cno5RhNcfT, 6457374]
[paragraph, [304.0, 493.0, 252.0, 18.0], cno5RhNcfT, 6457374]
[paragraph, [304.0, 513.0, 262.0, 18.0], BQNRBlGqtf, 6457374]
[paragraph, [304.0, 531.0, 262.0, 18.0], BQNRBlGqtf, 6457374]
[paragraph, [305.0, 553.0, 234.0, 18.0], xThcNBFJAS, 6457374]
[paragraph, [38.0, 571.0, 263.0, 18.0], G61LZX3Q3A, 6457374]
[paragraph, [38.0, 589.0, 263.0, 18.0], G61LZX3Q3A, 6457374]
[paragraph, [38.0, 607.0, 263.0, 18.0], G61LZX3Q3A, 6457374]
[paragraph, [38.0, 625.0, 263.0, 18.0], G61LZX3Q3A, 6457374]
[paragraph, [306.0, 593.0, 262.0, 18.0], _xvsxCcwpZ, 6457374]
[paragraph, [306.0, 611.0, 262.0, 18.0], _xvsxCcwpZ, 6457374]
[paragraph, [306.0, 629.0, 262.0, 18.0], _xvsxCcwpZ, 6457374]
[reference, [40.0, 673.0, 263.0, 18.0], 9zq9_FalA1, 6457374]
[reference, [40.0, 691.0, 263.0, 18.0], 9zq9_FalA1, 6457374]
[reference, [40.0, 709.0, 263.0, 18.0], 9zq9_FalA1, 6457374]
[reference, [40.0, 727.0, 263.0, 18.0], 9zq9_FalA1, 6457374]
[reference, [40.0, 745.0, 263.0, 18.0], 9zq9_FalA1, 6457374]
[reference, [40.0, 763.0, 263.0, 18.0], 9zq9_FalA1, 6457374]
[reference, [40.0, 781.0, 263.0, 18.0], 9zq9_FalA1, 6457374]
[reference, [40.0, 799.0, 263.0, 18.0], 9zq9_FalA1, 6457374]
[reference, [308.0, 676.0, 259.0, 18.0], opFRSmbhWq, 6457374]
[reference, [308.0, 694.0, 259.0, 18.0], opFRSmbhWq, 6457374]
[reference, [308.0, 712.0, 259.0, 18.0], opFRSmbhWq, 6457374]
[reference, [308.0, 730.0, 259.0, 18.0], opFRSmbhWq, 6457374]
[reference, [308.0, 748.0, 259.0, 18.0], opFRSmbhWq, 6457374]
[reference, [308.0, 766.0, 259.0, 18.0], opFRSmbhWq, 6457374]
[reference, [308.0, 784.0, 259.0, 18.0], opFRSmbhWq, 6457374]
[reference, [308.0, 802.0, 259.0, 18.0], opFRSmbhWq, 6457374]
