[2339, 1656]
[paragraph, [123.0, 97.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [857.0, 1361.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1397.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1433.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1469.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1505.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1541.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1577.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1613.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1649.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1685.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1721.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1757.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [859.0, 1813.0, 697.0, 36.0], shoonya_0sFRBRSBX9XHLA, 5750089]
[paragraph, [859.0, 1849.0, 697.0, 36.0], shoonya_0sFRBRSBX9XHLA, 5750089]
[paragraph, [859.0, 1885.0, 697.0, 36.0], shoonya_0sFRBRSBX9XHLA, 5750089]
[paragraph, [859.0, 1921.0, 697.0, 36.0], shoonya_0sFRBRSBX9XHLA, 5750089]
[paragraph, [859.0, 1957.0, 697.0, 36.0], shoonya_0sFRBRSBX9XHLA, 5750089]
[paragraph, [859.0, 1993.0, 697.0, 36.0], shoonya_0sFRBRSBX9XHLA, 5750089]
[paragraph, [859.0, 2029.0, 697.0, 36.0], shoonya_0sFRBRSBX9XHLA, 5750089]
[unordered-list, [126.0, 1965.0, 705.0, 36.0], toKpCTocEN, 5750089]
[unordered-list, [126.0, 2001.0, 705.0, 36.0], toKpCTocEN, 5750089]
[unordered-list, [126.0, 2037.0, 705.0, 36.0], toKpCTocEN, 5750089]
