[3968, 2806]
[paragraph, [188.0, 179.0, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [1456.0, 2098.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2151.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2203.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2256.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2308.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2361.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2413.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2466.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2518.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2571.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2623.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[reference, [1443.0, 2815.0, 1163.0, 52.5], _ktViT0Vrm, 5684048]
[reference, [1443.0, 2867.5, 1163.0, 52.5], _ktViT0Vrm, 5684048]
[reference, [1443.0, 2920.0, 1163.0, 52.5], _ktViT0Vrm, 5684048]
[reference, [1443.0, 2972.5, 1163.0, 52.5], _ktViT0Vrm, 5684048]
[reference, [1443.0, 3025.0, 1163.0, 52.5], _ktViT0Vrm, 5684048]
[reference, [1443.0, 3077.5, 1163.0, 52.5], _ktViT0Vrm, 5684048]
[reference, [1443.0, 3130.0, 1163.0, 52.5], _ktViT0Vrm, 5684048]
[paragraph, [213.0, 3052.0, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3104.5, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3157.0, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3209.5, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3262.0, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3314.5, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3367.0, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3419.5, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3472.0, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3524.5, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3577.0, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3629.5, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[paragraph, [213.0, 3682.0, 1205.0, 52.5], shoonya_4sFA1RVHJ4JPLX, 5684048]
[figure-caption, [1743.0, 3329.0, 740.0, 52.5], shoonya_8s1Z2448NQE8HM, 5684048]
[figure-caption, [1743.0, 3381.5, 740.0, 52.5], shoonya_8s1Z2448NQE8HM, 5684048]
[figure-caption, [1743.0, 3434.0, 740.0, 52.5], shoonya_8s1Z2448NQE8HM, 5684048]
[figure-caption, [1743.0, 3486.5, 740.0, 52.5], shoonya_8s1Z2448NQE8HM, 5684048]
[figure-caption, [1743.0, 3539.0, 740.0, 52.5], shoonya_8s1Z2448NQE8HM, 5684048]
[figure-caption, [1743.0, 3591.5, 740.0, 52.5], shoonya_8s1Z2448NQE8HM, 5684048]
[figure-caption, [1743.0, 3644.0, 740.0, 52.5], shoonya_8s1Z2448NQE8HM, 5684048]
[folio, [248.0, 3806.0, 728.0, 52.5], 6WesCvx3Qu, 5684048]
[folio, [248.0, 3858.5, 728.0, 52.5], 6WesCvx3Qu, 5684048]
