[2806, 1984]
[folio, [427.0, 95.0, 1123.0, 46.5], 40ylIDqjzV, 5699147]
[answer, [150.0, 1720.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1767.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1813.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1860.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1906.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1953.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1999.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2046.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2092.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2139.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2185.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2232.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2278.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2325.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2371.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2418.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2464.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 2511.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[ordered-list, [207.0, 724.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 770.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 817.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 863.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 910.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 956.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1003.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1049.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1096.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1142.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1189.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1235.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1282.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1328.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1375.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1421.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1468.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1514.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1561.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1607.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1654.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1700.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1747.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1793.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1840.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1886.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1933.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 1979.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2026.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2072.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2119.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2165.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2212.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2258.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2305.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2351.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2398.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2444.5, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
[ordered-list, [207.0, 2491.0, 1608.0, 46.5], shoonya_4sSTQK669HWCA1, 5699147]
