[2241, 1705]
[paragraph, [780.0, 167.0, 771.0, 36.0], shoonya_0sMJVC4FK6ES3C, 5654365]
[paragraph, [35.0, 1464.0, 753.0, 36.0], shoonya_6sT0YOVOAOJYEV, 5654365]
[paragraph, [35.0, 1500.0, 753.0, 36.0], shoonya_6sT0YOVOAOJYEV, 5654365]
[paragraph, [35.0, 1536.0, 753.0, 36.0], shoonya_6sT0YOVOAOJYEV, 5654365]
[paragraph, [35.0, 1572.0, 753.0, 36.0], shoonya_6sT0YOVOAOJYEV, 5654365]
[paragraph, [39.0, 1613.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1649.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1685.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1721.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1757.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1793.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1829.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1865.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1901.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1937.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 1973.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 2009.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [39.0, 2045.0, 742.0, 36.0], shoonya_4sQNDYO2I8IW1I, 5654365]
[paragraph, [795.0, 1668.0, 754.0, 36.0], shoonya_9sVO64X2T5CSYL, 5654365]
[paragraph, [795.0, 1704.0, 754.0, 36.0], shoonya_9sVO64X2T5CSYL, 5654365]
[paragraph, [795.0, 1740.0, 754.0, 36.0], shoonya_9sVO64X2T5CSYL, 5654365]
[paragraph, [795.0, 1776.0, 754.0, 36.0], shoonya_9sVO64X2T5CSYL, 5654365]
[paragraph, [795.0, 1812.0, 754.0, 36.0], shoonya_9sVO64X2T5CSYL, 5654365]
[paragraph, [795.0, 1848.0, 754.0, 36.0], shoonya_9sVO64X2T5CSYL, 5654365]
[contact-info, [1180.0, 1897.0, 398.0, 36.0], f2iyBWKu5s, 5654365]
[contact-info, [1180.0, 1933.0, 398.0, 36.0], f2iyBWKu5s, 5654365]
[contact-info, [1180.0, 1969.0, 398.0, 36.0], f2iyBWKu5s, 5654365]
[contact-info, [1180.0, 2005.0, 398.0, 36.0], f2iyBWKu5s, 5654365]
[folio, [716.0, 2098.0, 187.0, 36.0], cR2OcOZ71U, 5654365]
[footnote, [494.0, 2191.0, 716.0, 36.0], PHyLUlN-CY, 5654365]
