[1418, 1063]
[ordered-list, [152.0, 112.0, 802.0, 18.0], shoonya_1s5U2ZLGVLB50D, 6468242]
[paragraph, [108.0, 712.0, 843.0, 18.0], E_OuIw6ely, 6468242]
[paragraph, [108.0, 730.0, 843.0, 18.0], E_OuIw6ely, 6468242]
[paragraph, [108.0, 748.0, 843.0, 18.0], E_OuIw6ely, 6468242]
[paragraph, [108.0, 766.0, 843.0, 18.0], E_OuIw6ely, 6468242]
[paragraph, [108.0, 784.0, 843.0, 18.0], E_OuIw6ely, 6468242]
[paragraph, [108.0, 802.0, 843.0, 18.0], E_OuIw6ely, 6468242]
[paragraph, [108.0, 820.0, 843.0, 18.0], E_OuIw6ely, 6468242]
[ordered-list, [100.0, 855.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 873.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 891.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 909.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 927.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 945.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 963.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 981.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 999.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1017.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1035.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1053.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1071.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1089.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1107.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1125.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1143.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1161.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1179.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1197.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[ordered-list, [100.0, 1215.0, 853.0, 18.0], PHoIrjuR1R, 6468242]
[folio, [65.0, 1314.0, 263.0, 18.0], -506iC3hYi, 6468242]
[folio, [65.0, 1332.0, 263.0, 18.0], -506iC3hYi, 6468242]
