[864, 612]
[paragraph, [61.0, 71.0, 490.0, 18.0], Y_DtO_ee27, 5717639]
[subsub-ordered-list, [85.0, 238.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 256.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 274.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 292.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 310.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 328.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 346.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 364.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 382.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 400.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 418.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 436.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 454.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 472.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 490.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 508.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 526.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 544.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 562.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 580.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 598.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 616.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 634.0, 468.0, 18.0], r22kGAEdAz, 5717639]
[subsub-ordered-list, [85.0, 652.0, 468.0, 18.0], r22kGAEdAz, 5717639]
