[1754, 1241]
[paragraph, [181.0, 102.0, 954.0, 36.0], XMRKLMklPb, 5709144]
[ordered-list, [107.0, 1462.0, 1038.0, 36.0], -6Q-kzgWPM, 5709144]
[ordered-list, [107.0, 1498.0, 1038.0, 36.0], -6Q-kzgWPM, 5709144]
[ordered-list, [107.0, 1534.0, 1038.0, 36.0], -6Q-kzgWPM, 5709144]
[sub-ordered-list, [191.0, 530.0, 939.0, 36.0], shoonya_0sCP2IGHI2BC37, 5709144]
[sub-ordered-list, [191.0, 566.0, 939.0, 36.0], shoonya_0sCP2IGHI2BC37, 5709144]
[sub-ordered-list, [191.0, 602.0, 939.0, 36.0], shoonya_0sCP2IGHI2BC37, 5709144]
[sub-ordered-list, [107.0, 997.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1033.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1069.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1105.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1141.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1177.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1213.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1249.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1285.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1321.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1357.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1393.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1429.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1465.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1501.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[sub-ordered-list, [107.0, 1537.0, 1028.0, 36.0], hoaxVS-7jj, 5709144]
[subsub-ordered-list, [261.0, 1045.0, 868.0, 18.0], a6o-FC7rXE, 5709144]
[subsub-ordered-list, [261.0, 1063.0, 868.0, 18.0], a6o-FC7rXE, 5709144]
[subsub-ordered-list, [261.0, 1081.0, 868.0, 18.0], a6o-FC7rXE, 5709144]
[subsub-ordered-list, [182.0, 1119.0, 858.0, 18.0], BTPjNNiLvQ, 5709144]
[subsub-ordered-list, [182.0, 1137.0, 858.0, 18.0], BTPjNNiLvQ, 5709144]
[subsub-ordered-list, [182.0, 1155.0, 858.0, 18.0], BTPjNNiLvQ, 5709144]
[subsub-ordered-list, [182.0, 1173.0, 858.0, 18.0], BTPjNNiLvQ, 5709144]
[subsub-ordered-list, [182.0, 1191.0, 858.0, 18.0], BTPjNNiLvQ, 5709144]
[subsub-ordered-list, [182.0, 1209.0, 858.0, 18.0], BTPjNNiLvQ, 5709144]
[subsub-ordered-list, [182.0, 1227.0, 858.0, 18.0], BTPjNNiLvQ, 5709144]
