[6000, 4167]
[folio, [1191.0, 619.0, 1753.0, 52.5], VbDCw9wcnq, 5721888]
[paragraph, [517.0, 2905.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2957.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3010.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3062.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3115.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3167.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3220.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3272.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3325.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3377.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3430.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3482.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3535.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3587.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3640.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3692.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3745.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3797.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3850.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3902.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 3955.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4007.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4060.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4112.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4165.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4217.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4270.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4322.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4375.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4427.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4480.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4532.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4585.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4637.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4690.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4742.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4795.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4847.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4900.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 4952.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 5005.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 5057.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 5110.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 5162.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 5215.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 5267.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 5320.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
