[1468, 909]
[folio, [373.0, 79.0, 154.0, 18.0], BX-NCOEF9g, 5769890]
[paragraph, [457.0, 793.0, 370.0, 18.0], NtrbN4Dc1J, 5769890]
[paragraph, [457.0, 811.0, 370.0, 18.0], NtrbN4Dc1J, 5769890]
[paragraph, [457.0, 829.0, 370.0, 18.0], NtrbN4Dc1J, 5769890]
[paragraph, [457.0, 847.0, 370.0, 18.0], NtrbN4Dc1J, 5769890]
[paragraph, [77.0, 823.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [77.0, 841.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [77.0, 859.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [77.0, 877.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [77.0, 895.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [77.0, 913.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [77.0, 931.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [77.0, 949.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [77.0, 967.0, 374.0, 18.0], ZS_X8HFb8V, 5769890]
[paragraph, [455.0, 873.0, 378.0, 18.0], Xj8wvMWhW6, 5769890]
[paragraph, [455.0, 891.0, 378.0, 18.0], Xj8wvMWhW6, 5769890]
[paragraph, [455.0, 909.0, 378.0, 18.0], Xj8wvMWhW6, 5769890]
[paragraph, [455.0, 927.0, 378.0, 18.0], Xj8wvMWhW6, 5769890]
[paragraph, [455.0, 945.0, 378.0, 18.0], Xj8wvMWhW6, 5769890]
[paragraph, [455.0, 963.0, 378.0, 18.0], Xj8wvMWhW6, 5769890]
[paragraph, [455.0, 981.0, 378.0, 18.0], Xj8wvMWhW6, 5769890]
[paragraph, [455.0, 990.0, 375.0, 18.0], 1i9qUUkO7Z, 5769890]
[paragraph, [455.0, 1008.0, 375.0, 18.0], 1i9qUUkO7Z, 5769890]
[paragraph, [455.0, 1026.0, 375.0, 18.0], 1i9qUUkO7Z, 5769890]
[paragraph, [455.0, 1044.0, 375.0, 18.0], 1i9qUUkO7Z, 5769890]
[paragraph, [455.0, 1062.0, 375.0, 18.0], 1i9qUUkO7Z, 5769890]
[paragraph, [455.0, 1080.0, 375.0, 18.0], 1i9qUUkO7Z, 5769890]
[paragraph, [75.0, 994.0, 375.0, 18.0], YF-QJwzYrR, 5769890]
[paragraph, [75.0, 1012.0, 375.0, 18.0], YF-QJwzYrR, 5769890]
[paragraph, [75.0, 1030.0, 375.0, 18.0], YF-QJwzYrR, 5769890]
[paragraph, [75.0, 1048.0, 375.0, 18.0], YF-QJwzYrR, 5769890]
[paragraph, [75.0, 1066.0, 375.0, 18.0], YF-QJwzYrR, 5769890]
[paragraph, [75.0, 1084.0, 375.0, 18.0], YF-QJwzYrR, 5769890]
[paragraph, [75.0, 1102.0, 375.0, 18.0], YF-QJwzYrR, 5769890]
[paragraph, [477.0, 1102.0, 353.0, 18.0], 7WZc0ZjqdI, 5769890]
[paragraph, [477.0, 1120.0, 353.0, 18.0], 7WZc0ZjqdI, 5769890]
[paragraph, [477.0, 1138.0, 353.0, 18.0], 7WZc0ZjqdI, 5769890]
[paragraph, [477.0, 1156.0, 353.0, 18.0], 7WZc0ZjqdI, 5769890]
[paragraph, [477.0, 1174.0, 353.0, 18.0], 7WZc0ZjqdI, 5769890]
[paragraph, [477.0, 1192.0, 353.0, 18.0], 7WZc0ZjqdI, 5769890]
[paragraph, [477.0, 1210.0, 353.0, 18.0], 7WZc0ZjqdI, 5769890]
[paragraph, [477.0, 1228.0, 353.0, 18.0], 7WZc0ZjqdI, 5769890]
[paragraph, [71.0, 1108.0, 377.0, 18.0], vXRld0jHr6, 5769890]
[paragraph, [71.0, 1126.0, 377.0, 18.0], vXRld0jHr6, 5769890]
[paragraph, [71.0, 1144.0, 377.0, 18.0], vXRld0jHr6, 5769890]
[paragraph, [103.0, 1174.0, 326.0, 18.0], bEbftw4pJI, 5769890]
[paragraph, [103.0, 1192.0, 326.0, 18.0], bEbftw4pJI, 5769890]
[paragraph, [103.0, 1210.0, 326.0, 18.0], bEbftw4pJI, 5769890]
[paragraph, [103.0, 1228.0, 326.0, 18.0], bEbftw4pJI, 5769890]
[paragraph, [103.0, 1246.0, 326.0, 18.0], bEbftw4pJI, 5769890]
[paragraph, [103.0, 1264.0, 326.0, 18.0], bEbftw4pJI, 5769890]
[paragraph, [451.0, 1244.0, 378.0, 18.0], I0mAKPBeif, 5769890]
[paragraph, [451.0, 1262.0, 378.0, 18.0], I0mAKPBeif, 5769890]
[paragraph, [451.0, 1280.0, 378.0, 18.0], I0mAKPBeif, 5769890]
[paragraph, [451.0, 1298.0, 378.0, 18.0], I0mAKPBeif, 5769890]
[paragraph, [451.0, 1316.0, 378.0, 18.0], I0mAKPBeif, 5769890]
[paragraph, [451.0, 1334.0, 378.0, 18.0], I0mAKPBeif, 5769890]
[reference, [156.0, 1287.0, 262.0, 18.0], 6w-Jdo4IAh, 5769890]
[reference, [156.0, 1305.0, 262.0, 18.0], 6w-Jdo4IAh, 5769890]
[paragraph, [75.0, 1331.0, 372.0, 18.0], kk4-yi3Chp, 5769890]
[paragraph, [75.0, 1349.0, 372.0, 18.0], kk4-yi3Chp, 5769890]
[paragraph, [75.0, 1367.0, 372.0, 18.0], kk4-yi3Chp, 5769890]
[paragraph, [515.0, 1355.0, 236.0, 18.0], SUVJuWJSLk, 5769890]
[paragraph, [515.0, 1373.0, 236.0, 18.0], SUVJuWJSLk, 5769890]
