[2230, 1704]
[section-title, [21.0, 155.0, 134.0, 52.5], NgANbqc8jR, 5654715]
[paragraph, [892.0, 1239.0, 775.0, 36.0], shoonya_5s575YWAHURWNL, 5654715]
[paragraph, [906.0, 1301.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1337.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1373.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1409.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1445.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1481.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1517.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1553.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1589.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1625.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1661.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1697.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1733.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1769.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1805.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [906.0, 1841.0, 777.0, 36.0], shoonya_0sLDY9ONUI4D2I, 5654715]
[paragraph, [100.0, 1331.0, 786.0, 36.0], shoonya_2sJ344TMOTU5XR, 5654715]
[paragraph, [100.0, 1367.0, 786.0, 36.0], shoonya_2sJ344TMOTU5XR, 5654715]
[paragraph, [100.0, 1403.0, 786.0, 36.0], shoonya_2sJ344TMOTU5XR, 5654715]
[paragraph, [100.0, 1439.0, 786.0, 36.0], shoonya_2sJ344TMOTU5XR, 5654715]
[paragraph, [100.0, 1475.0, 786.0, 36.0], shoonya_2sJ344TMOTU5XR, 5654715]
[paragraph, [100.0, 1511.0, 786.0, 36.0], shoonya_2sJ344TMOTU5XR, 5654715]
[paragraph, [98.0, 1554.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [98.0, 1590.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [98.0, 1626.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [98.0, 1662.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [98.0, 1698.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [98.0, 1734.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [98.0, 1770.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [98.0, 1806.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [98.0, 1842.0, 797.0, 36.0], shoonya_4sBYZA5RP9B5UG, 5654715]
[paragraph, [102.0, 1869.0, 806.0, 36.0], shoonya_3s3KBDN312F1NS, 5654715]
[paragraph, [102.0, 1905.0, 806.0, 36.0], shoonya_3s3KBDN312F1NS, 5654715]
[paragraph, [102.0, 1941.0, 806.0, 36.0], shoonya_3s3KBDN312F1NS, 5654715]
[paragraph, [102.0, 1977.0, 806.0, 36.0], shoonya_3s3KBDN312F1NS, 5654715]
[paragraph, [102.0, 2013.0, 806.0, 36.0], shoonya_3s3KBDN312F1NS, 5654715]
[paragraph, [102.0, 2049.0, 806.0, 36.0], shoonya_3s3KBDN312F1NS, 5654715]
[paragraph, [928.0, 1882.0, 758.0, 36.0], shoonya_6s6HFRX8YXEYKR, 5654715]
[paragraph, [928.0, 1918.0, 758.0, 36.0], shoonya_6s6HFRX8YXEYKR, 5654715]
[paragraph, [928.0, 1954.0, 758.0, 36.0], shoonya_6s6HFRX8YXEYKR, 5654715]
[paragraph, [928.0, 1990.0, 758.0, 36.0], shoonya_6s6HFRX8YXEYKR, 5654715]
[paragraph, [928.0, 2026.0, 758.0, 36.0], shoonya_6s6HFRX8YXEYKR, 5654715]
[paragraph, [928.0, 2062.0, 758.0, 36.0], shoonya_6s6HFRX8YXEYKR, 5654715]
[folio, [829.0, 2122.0, 174.0, 36.0], shoonya_9s1NEMMXOFICGK, 5654715]
