[2200, 1700]
[paragraph, [352.0, 103.0, 178.0, 36.0], shoonya_1sZJ1GOXULKW2B, 5656322]
[sub-ordered-list, [159.0, 1046.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1082.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1118.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1154.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1190.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1226.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1262.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1298.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1334.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[sub-ordered-list, [159.0, 1370.0, 1424.0, 36.0], KVoz0kmya-, 5656322]
[website-link, [481.0, 1074.0, 532.0, 18.0], KXe3wdspUR, 5656322]
[website-link, [481.0, 1092.0, 532.0, 18.0], KXe3wdspUR, 5656322]
[website-link, [481.0, 1110.0, 532.0, 18.0], KXe3wdspUR, 5656322]
[website-link, [649.0, 1182.0, 685.0, 18.0], 0GCe4kaNAq, 5656322]
[website-link, [649.0, 1200.0, 685.0, 18.0], 0GCe4kaNAq, 5656322]
[website-link, [649.0, 1218.0, 685.0, 18.0], 0GCe4kaNAq, 5656322]
[website-link, [324.0, 1255.0, 265.0, 18.0], C48tpPfe-C, 5656322]
[website-link, [324.0, 1273.0, 265.0, 18.0], C48tpPfe-C, 5656322]
[ordered-list, [84.0, 1437.0, 1515.0, 36.0], 5f_Rdi69zb, 5656322]
[ordered-list, [84.0, 1473.0, 1515.0, 36.0], 5f_Rdi69zb, 5656322]
[ordered-list, [84.0, 1509.0, 1515.0, 36.0], 5f_Rdi69zb, 5656322]
[ordered-list, [84.0, 1545.0, 1515.0, 36.0], 5f_Rdi69zb, 5656322]
[ordered-list, [84.0, 1581.0, 1515.0, 36.0], 5f_Rdi69zb, 5656322]
[ordered-list, [84.0, 1617.0, 1515.0, 36.0], 5f_Rdi69zb, 5656322]
[website-link, [180.0, 1486.0, 358.0, 18.0], ZfCmrEMKd9, 5656322]
[website-link, [180.0, 1504.0, 358.0, 18.0], ZfCmrEMKd9, 5656322]
[website-link, [180.0, 1522.0, 358.0, 18.0], ZfCmrEMKd9, 5656322]
[website-link, [795.0, 1548.0, 388.0, 18.0], eMUj8tQ5BT, 5656322]
[website-link, [795.0, 1566.0, 388.0, 18.0], eMUj8tQ5BT, 5656322]
[website-link, [795.0, 1584.0, 388.0, 18.0], eMUj8tQ5BT, 5656322]
[website-link, [386.0, 1605.0, 428.0, 18.0], cmVd2-QP5k, 5656322]
[website-link, [386.0, 1623.0, 428.0, 18.0], cmVd2-QP5k, 5656322]
[website-link, [386.0, 1641.0, 428.0, 18.0], cmVd2-QP5k, 5656322]
[paragraph, [171.0, 1677.0, 1341.0, 36.0], JQu9RCQuTs, 5656322]
[paragraph, [171.0, 1713.0, 1341.0, 36.0], JQu9RCQuTs, 5656322]
[paragraph, [171.0, 1749.0, 1341.0, 36.0], JQu9RCQuTs, 5656322]
