[1320, 1176]
[paragraph, [750.0, 172.0, 349.0, 18.0], gZ_1TC9JZZ, 5694563]
[paragraph, [75.0, 706.0, 338.0, 18.0], shoonya_7s0WN1KCP3LBGA, 5694563]
[sub-section-title, [77.0, 719.0, 188.0, 25.5], bIFNYQWq-R, 5694563]
[paragraph, [80.0, 753.0, 336.0, 18.0], ET2pVBtIRy, 5694563]
[paragraph, [80.0, 771.0, 336.0, 18.0], ET2pVBtIRy, 5694563]
[paragraph, [80.0, 789.0, 336.0, 18.0], ET2pVBtIRy, 5694563]
[paragraph, [78.0, 839.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[paragraph, [78.0, 857.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[paragraph, [78.0, 875.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[paragraph, [78.0, 893.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[paragraph, [78.0, 911.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[paragraph, [78.0, 929.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[paragraph, [78.0, 947.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[paragraph, [78.0, 965.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[paragraph, [78.0, 983.0, 338.0, 18.0], zYTm6rF_PO, 5694563]
[figure-caption, [565.0, 929.0, 381.0, 18.0], shoonya_4sE72BBKD3STF0, 5694563]
[paragraph, [427.0, 952.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 970.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 988.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 1006.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 1024.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 1042.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 1060.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 1078.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 1096.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 1114.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [427.0, 1132.0, 341.0, 18.0], nnjyRTuYAX, 5694563]
[paragraph, [768.0, 952.0, 326.0, 18.0], shoonya_3sQKUTGZMF1MNB, 5694563]
[paragraph, [768.0, 970.0, 326.0, 18.0], shoonya_3sQKUTGZMF1MNB, 5694563]
[paragraph, [768.0, 988.0, 326.0, 18.0], shoonya_3sQKUTGZMF1MNB, 5694563]
[paragraph, [768.0, 1006.0, 326.0, 18.0], shoonya_3sQKUTGZMF1MNB, 5694563]
[paragraph, [768.0, 1024.0, 326.0, 18.0], shoonya_3sQKUTGZMF1MNB, 5694563]
[sub-section-title, [75.0, 994.0, 173.0, 25.5], IOswQJVneH, 5694563]
[paragraph, [81.0, 1030.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1048.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1066.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1084.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1102.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1120.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1138.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1156.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1174.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1192.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1210.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1228.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [81.0, 1246.0, 344.0, 18.0], ESj7BF9OmK, 5694563]
[paragraph, [765.0, 1083.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1101.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1119.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1137.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1155.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1173.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1191.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1209.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1227.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [765.0, 1245.0, 345.0, 18.0], shoonya_1sH273RVS9KZL4, 5694563]
[paragraph, [428.0, 1198.0, 333.0, 18.0], y2mGOgEJkf, 5694563]
[paragraph, [428.0, 1216.0, 333.0, 18.0], y2mGOgEJkf, 5694563]
[paragraph, [428.0, 1234.0, 333.0, 18.0], y2mGOgEJkf, 5694563]
[paragraph, [428.0, 1252.0, 333.0, 18.0], y2mGOgEJkf, 5694563]
