[1468, 909]
[folio, [357.0, 63.0, 432.0, 18.0], JNF88RUKEu, 5770298]
[paragraph, [460.0, 786.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 804.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 822.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 840.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 858.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 876.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 894.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 912.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 930.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 948.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 966.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 984.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 1002.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 1020.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 1038.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [460.0, 1056.0, 370.0, 18.0], shoonya_0s46QA0MJ9YO15, 5770298]
[paragraph, [74.0, 632.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 650.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 668.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 686.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 704.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 722.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 740.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 758.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 776.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 794.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 812.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 830.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 848.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 866.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 884.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 902.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 920.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 938.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [74.0, 956.0, 382.0, 18.0], CkxjWLGY_3, 5770298]
[paragraph, [77.0, 971.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 989.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1007.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1025.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1043.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1061.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1079.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1097.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1115.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1133.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1151.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1169.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1187.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1205.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1223.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1241.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1259.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1277.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1295.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1313.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1331.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [77.0, 1349.0, 381.0, 18.0], dibsfHNN0b, 5770298]
[paragraph, [457.0, 1085.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1103.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1121.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1139.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1157.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1175.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1193.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1211.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1229.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1247.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1265.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1283.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1301.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1319.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1337.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
[paragraph, [457.0, 1355.0, 379.0, 18.0], lYA3MxT7lH, 5770298]
