[1275, 750]
[folio, [299.0, 72.0, 134.0, 18.0], shoonya_3sKOHKVBIKJTIE, 5767125]
[paragraph, [49.0, 624.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 642.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 660.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 678.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 696.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 714.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 732.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 750.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 768.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 786.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 804.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 822.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 840.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 858.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 876.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 894.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 912.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 930.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 948.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 966.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 984.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1002.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1020.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1038.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1056.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1074.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1092.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1110.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1128.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1146.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1164.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
[paragraph, [49.0, 1182.0, 648.0, 18.0], shoonya_1sHJW6H1L4O3DW, 5767125]
