[792, 612]
[headline, [233.0, 74.0, 149.0, 25.5], 6tjb_1SMWr, 6515215]
[paragraph, [227.0, 509.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 527.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 545.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 563.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 581.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 599.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [391.0, 430.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 448.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 466.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 484.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 502.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 520.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 538.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 556.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 574.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 592.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 610.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 628.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [391.0, 646.0, 160.0, 18.0], m3DoMJxkZO, 6515215]
[paragraph, [59.0, 499.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 517.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 535.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 553.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 571.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 589.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 607.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 625.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 643.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 661.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 679.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [59.0, 697.0, 161.0, 18.0], yi84WMC0lK, 6515215]
[paragraph, [228.0, 635.0, 159.0, 18.0], 7eA2HC50jv, 6515215]
[paragraph, [228.0, 653.0, 159.0, 18.0], 7eA2HC50jv, 6515215]
[paragraph, [228.0, 671.0, 159.0, 18.0], 7eA2HC50jv, 6515215]
[paragraph, [228.0, 689.0, 159.0, 18.0], 7eA2HC50jv, 6515215]
[contact-info, [415.0, 693.0, 133.0, 18.0], ppG3JhXNOm, 6515215]
