[1447, 1063]
[folio, [431.0, 54.0, 197.0, 18.0], zTbILfegq3, 5762289]
[paragraph, [536.0, 731.0, 431.0, 18.0], qbZn18vMPU, 5762289]
[paragraph, [536.0, 749.0, 431.0, 18.0], qbZn18vMPU, 5762289]
[paragraph, [536.0, 767.0, 431.0, 18.0], qbZn18vMPU, 5762289]
[paragraph, [536.0, 785.0, 431.0, 18.0], qbZn18vMPU, 5762289]
[paragraph, [536.0, 803.0, 431.0, 18.0], qbZn18vMPU, 5762289]
[paragraph, [539.0, 842.0, 425.0, 18.0], _-pXFcwtj_, 5762289]
[paragraph, [539.0, 860.0, 425.0, 18.0], _-pXFcwtj_, 5762289]
[paragraph, [539.0, 878.0, 425.0, 18.0], _-pXFcwtj_, 5762289]
[paragraph, [721.0, 902.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 920.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 938.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 956.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 974.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 992.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1010.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1028.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1046.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1064.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1082.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1100.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1118.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1136.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1154.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1172.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1190.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1208.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1226.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1244.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1262.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1280.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1298.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
[paragraph, [721.0, 1316.0, 245.0, 18.0], 23ny_5CEWu, 5762289]
