[1806, 1262]
[folio, [530.0, 102.0, 559.0, 36.0], shoonya_6sCS4G387LQNOL, 5680947]
[paragraph, [662.0, 1378.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [662.0, 1414.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [662.0, 1450.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [662.0, 1486.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [662.0, 1522.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [662.0, 1558.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [662.0, 1594.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [662.0, 1630.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [662.0, 1666.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
[paragraph, [94.0, 1522.0, 507.0, 36.0], XOB_-6tkiE, 5680947]
[paragraph, [94.0, 1558.0, 507.0, 36.0], XOB_-6tkiE, 5680947]
[paragraph, [94.0, 1594.0, 507.0, 36.0], XOB_-6tkiE, 5680947]
[paragraph, [94.0, 1630.0, 507.0, 36.0], XOB_-6tkiE, 5680947]
[paragraph, [94.0, 1666.0, 507.0, 36.0], XOB_-6tkiE, 5680947]
