[1241, 1754]
[paragraph, [245.0, 168.0, 383.0, 18.0], yodqZSqwH4, 5726427]
[paragraph, [677.0, 390.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
[paragraph, [677.0, 408.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
[paragraph, [677.0, 426.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
[paragraph, [677.0, 444.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
[paragraph, [677.0, 462.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
[paragraph, [677.0, 480.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
[paragraph, [677.0, 498.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
[paragraph, [1112.0, 411.0, 414.0, 18.0], XaH4FYgpdr, 5726427]
[paragraph, [1112.0, 429.0, 414.0, 18.0], XaH4FYgpdr, 5726427]
[paragraph, [1112.0, 447.0, 414.0, 18.0], XaH4FYgpdr, 5726427]
[paragraph, [1112.0, 465.0, 414.0, 18.0], XaH4FYgpdr, 5726427]
[paragraph, [1112.0, 483.0, 414.0, 18.0], XaH4FYgpdr, 5726427]
[paragraph, [247.0, 522.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 540.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 558.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 576.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 594.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 612.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 630.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 648.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 666.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 684.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 702.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [247.0, 720.0, 373.0, 18.0], shoonya_0sU1UIGOZCOTFD, 5726427]
[paragraph, [1125.0, 529.0, 380.0, 18.0], UnQRCa3d9p, 5726427]
[paragraph, [1125.0, 547.0, 380.0, 18.0], UnQRCa3d9p, 5726427]
[paragraph, [1125.0, 565.0, 380.0, 18.0], UnQRCa3d9p, 5726427]
[paragraph, [672.0, 550.0, 406.0, 18.0], A-OaHUpHtH, 5726427]
[paragraph, [672.0, 568.0, 406.0, 18.0], A-OaHUpHtH, 5726427]
[paragraph, [672.0, 586.0, 406.0, 18.0], A-OaHUpHtH, 5726427]
[paragraph, [672.0, 604.0, 406.0, 18.0], A-OaHUpHtH, 5726427]
[paragraph, [672.0, 622.0, 406.0, 18.0], A-OaHUpHtH, 5726427]
[paragraph, [672.0, 640.0, 406.0, 18.0], A-OaHUpHtH, 5726427]
[paragraph, [672.0, 658.0, 406.0, 18.0], A-OaHUpHtH, 5726427]
[sidebar, [1115.0, 574.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[sidebar, [1115.0, 592.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[sidebar, [1115.0, 610.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[sidebar, [1115.0, 628.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[sidebar, [1115.0, 646.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[sidebar, [1115.0, 664.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[sidebar, [1115.0, 682.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[sidebar, [1115.0, 700.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[sidebar, [1115.0, 718.0, 407.0, 18.0], XJw6QbuHxu, 5726427]
[paragraph, [672.0, 709.0, 409.0, 18.0], M81P2zQYdR, 5726427]
[paragraph, [672.0, 727.0, 409.0, 18.0], M81P2zQYdR, 5726427]
[paragraph, [672.0, 745.0, 409.0, 18.0], M81P2zQYdR, 5726427]
[paragraph, [672.0, 763.0, 409.0, 18.0], M81P2zQYdR, 5726427]
[ordered-list, [1124.0, 745.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 763.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 781.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 799.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 817.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 835.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 853.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 871.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 889.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 907.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[ordered-list, [1124.0, 925.0, 383.0, 18.0], eh3utIzk1M, 5726427]
[paragraph, [1120.0, 748.0, 401.0, 18.0], DHAfH1a6FA, 5726427]
[paragraph, [1120.0, 766.0, 401.0, 18.0], DHAfH1a6FA, 5726427]
[paragraph, [247.0, 780.0, 374.0, 18.0], shoonya_1sHAYRBFN9XYZL, 5726427]
[ordered-list, [648.0, 789.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 807.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 825.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 843.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 861.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 879.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 897.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 915.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 933.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 951.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 969.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 987.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 1005.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 1023.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[ordered-list, [648.0, 1041.0, 436.0, 18.0], bmLLRLVnFj, 5726427]
[paragraph, [669.0, 816.0, 416.0, 18.0], 5SgudD4G-e, 5726427]
[paragraph, [669.0, 834.0, 416.0, 18.0], 5SgudD4G-e, 5726427]
[paragraph, [669.0, 852.0, 416.0, 18.0], 5SgudD4G-e, 5726427]
[paragraph, [1102.0, 829.0, 424.0, 18.0], dfY_igHzCf, 5726427]
[paragraph, [1102.0, 847.0, 424.0, 18.0], dfY_igHzCf, 5726427]
[paragraph, [1120.0, 896.0, 406.0, 18.0], tjyQdctOFK, 5726427]
[paragraph, [1120.0, 914.0, 406.0, 18.0], tjyQdctOFK, 5726427]
[paragraph, [719.0, 904.0, 359.0, 18.0], cMZuTYQxLF, 5726427]
[paragraph, [719.0, 922.0, 359.0, 18.0], cMZuTYQxLF, 5726427]
[paragraph, [719.0, 940.0, 359.0, 18.0], cMZuTYQxLF, 5726427]
[paragraph, [719.0, 958.0, 359.0, 18.0], cMZuTYQxLF, 5726427]
[paragraph, [719.0, 976.0, 359.0, 18.0], cMZuTYQxLF, 5726427]
[unordered-list, [1122.0, 973.0, 381.0, 18.0], -3YPGclGKe, 5726427]
[unordered-list, [1122.0, 991.0, 381.0, 18.0], -3YPGclGKe, 5726427]
[unordered-list, [1122.0, 1009.0, 381.0, 18.0], -3YPGclGKe, 5726427]
[unordered-list, [1122.0, 1027.0, 381.0, 18.0], -3YPGclGKe, 5726427]
[unordered-list, [1122.0, 1045.0, 381.0, 18.0], -3YPGclGKe, 5726427]
[paragraph, [813.0, 1027.0, 263.0, 18.0], kGHW5xB_zn, 5726427]
[paragraph, [813.0, 1045.0, 263.0, 18.0], kGHW5xB_zn, 5726427]
