[1362, 834]
[folio, [607.0, 70.0, 117.0, 18.0], shoonya_5s5XTXDNBHAOY1, 5782246]
[sub-ordered-list, [84.0, 829.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 847.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 865.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 883.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 901.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 919.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 937.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 955.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 973.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 991.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1009.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1027.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1045.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1063.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1081.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1099.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1117.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1135.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1153.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1171.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1189.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1207.0, 651.0, 18.0], LVms8airn5, 5782246]
[sub-ordered-list, [84.0, 1225.0, 651.0, 18.0], LVms8airn5, 5782246]
[subsub-ordered-list, [90.0, 479.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 497.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 515.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 533.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 551.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 569.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 587.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 605.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 623.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 641.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 659.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 677.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 695.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 713.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 731.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 749.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 767.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [90.0, 785.0, 639.0, 18.0], shoonya_0s9Q8MYBK5ENRY, 5782246]
[subsub-ordered-list, [91.0, 863.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 881.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 899.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 917.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 935.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 953.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 971.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 989.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1007.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1025.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1043.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1061.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1079.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1097.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1115.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1133.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1151.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1169.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1187.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
[subsub-ordered-list, [91.0, 1205.0, 638.0, 18.0], shoonya_4s2BD2QFEV9CZB, 5782246]
