[2339, 1656]
[dateline, [1046.0, 22.0, 520.0, 64.5], wlipU2kL95, 5656754]
[paragraph, [84.0, 1749.0, 721.0, 36.0], z2GQXiMcK8, 5656754]
[paragraph, [84.0, 1785.0, 721.0, 36.0], z2GQXiMcK8, 5656754]
[paragraph, [84.0, 1821.0, 721.0, 36.0], z2GQXiMcK8, 5656754]
[paragraph, [84.0, 1857.0, 721.0, 36.0], z2GQXiMcK8, 5656754]
[section-title, [86.0, 1929.0, 628.0, 52.5], itjBPG0v0p, 5656754]
[paragraph, [843.0, 2004.0, 709.0, 36.0], shoonya_7sWUBAT94A01XJ, 5656754]
[paragraph, [843.0, 2040.0, 709.0, 36.0], shoonya_7sWUBAT94A01XJ, 5656754]
[paragraph, [843.0, 2076.0, 709.0, 36.0], shoonya_7sWUBAT94A01XJ, 5656754]
[paragraph, [843.0, 2112.0, 709.0, 36.0], shoonya_7sWUBAT94A01XJ, 5656754]
[paragraph, [94.0, 2005.0, 705.0, 36.0], shoonya_13sE41LO2S3NT9, 5656754]
[paragraph, [94.0, 2041.0, 705.0, 36.0], shoonya_13sE41LO2S3NT9, 5656754]
[paragraph, [94.0, 2077.0, 705.0, 36.0], shoonya_13sE41LO2S3NT9, 5656754]
[paragraph, [94.0, 2113.0, 705.0, 36.0], shoonya_13sE41LO2S3NT9, 5656754]
