[1388, 886]
[folio, [363.0, 71.0, 182.0, 18.0], shoonya_2s9SNVK6KAFSXW, 5742414]
[paragraph, [38.0, 271.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 289.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 307.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 325.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 343.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 361.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 379.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 397.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 415.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 433.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [37.0, 457.0, 402.0, 18.0], mXqkK19vev, 5742414]
[paragraph, [37.0, 475.0, 402.0, 18.0], mXqkK19vev, 5742414]
[paragraph, [37.0, 493.0, 402.0, 18.0], mXqkK19vev, 5742414]
[paragraph, [37.0, 511.0, 402.0, 18.0], mXqkK19vev, 5742414]
[paragraph, [37.0, 529.0, 402.0, 18.0], mXqkK19vev, 5742414]
[paragraph, [37.0, 547.0, 402.0, 18.0], mXqkK19vev, 5742414]
[paragraph, [37.0, 565.0, 402.0, 18.0], mXqkK19vev, 5742414]
[paragraph, [37.0, 583.0, 402.0, 18.0], mXqkK19vev, 5742414]
[paragraph, [37.0, 620.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 638.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 656.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 674.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 692.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 710.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 728.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 746.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 764.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 782.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [37.0, 800.0, 400.0, 18.0], LDYvzs1EBr, 5742414]
[paragraph, [39.0, 838.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 856.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 874.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 892.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 910.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 928.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 946.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 964.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 982.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1000.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1018.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1036.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1054.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1072.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1090.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1108.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1126.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1144.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1162.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1180.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1198.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1216.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1234.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1252.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1270.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [39.0, 1288.0, 395.0, 18.0], rujmGplssR, 5742414]
[paragraph, [460.0, 1138.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1156.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1174.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1192.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1210.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1228.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1246.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1264.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1282.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[paragraph, [460.0, 1300.0, 395.0, 18.0], EtaMn-SHHp, 5742414]
[footnote, [568.0, 1353.0, 266.0, 18.0], qovkW1RyCx, 5742414]
