[2339, 1656]
[paragraph, [834.0, 118.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [835.0, 1137.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1173.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1209.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1245.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1281.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1317.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1353.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1389.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1425.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1461.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1497.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1533.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1569.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1605.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1641.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1677.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1713.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1749.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1785.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1821.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1857.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1893.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1929.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 1965.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 2001.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[paragraph, [835.0, 2037.0, 718.0, 36.0], shoonya_1sTVV9JO9ZDYCX, 5749831]
[unordered-list, [106.0, 2077.0, 132.0, 36.0], shoonya_8sPJK0YS9HZFAW, 5749831]
