[1370, 848]
[folio, [102.0, 59.0, 125.0, 18.0], ID7as-HmjW, 5781676]
[sub-ordered-list, [95.0, 563.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 581.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 599.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 617.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 635.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 653.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 671.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 689.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 707.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[subsub-ordered-list, [104.0, 320.0, 650.0, 18.0], Dl9lJkyUwx, 5781676]
[subsub-ordered-list, [104.0, 338.0, 650.0, 18.0], Dl9lJkyUwx, 5781676]
[subsub-ordered-list, [104.0, 356.0, 650.0, 18.0], Dl9lJkyUwx, 5781676]
[subsub-ordered-list, [104.0, 374.0, 650.0, 18.0], Dl9lJkyUwx, 5781676]
[subsub-ordered-list, [104.0, 392.0, 650.0, 18.0], Dl9lJkyUwx, 5781676]
[subsub-ordered-list, [104.0, 410.0, 650.0, 18.0], Dl9lJkyUwx, 5781676]
[subsub-ordered-list, [104.0, 428.0, 650.0, 18.0], Dl9lJkyUwx, 5781676]
[subsub-ordered-list, [104.0, 446.0, 650.0, 18.0], Dl9lJkyUwx, 5781676]
[subsub-ordered-list, [101.0, 500.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 518.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 536.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 554.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 572.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 590.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 608.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 626.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 644.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 662.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 680.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[subsub-ordered-list, [101.0, 698.0, 651.0, 18.0], kXIuQ2KKzS, 5781676]
[sidebar, [645.0, 1205.0, 103.0, 18.0], cEa9R_DtQN, 5781676]
[figure-caption, [188.0, 1219.0, 478.0, 18.0], shoonya_6sI44P9SBQG05K, 5781676]
