[1625, 1211]
[paragraph, [796.0, 95.0, 341.0, 36.0], shoonya_0s4E059PBE3TFL, 5742035]
[paragraph, [433.0, 459.0, 349.0, 36.0], xkJ_RqPlRZ, 5742035]
[paragraph, [433.0, 495.0, 349.0, 36.0], xkJ_RqPlRZ, 5742035]
[paragraph, [433.0, 531.0, 349.0, 36.0], xkJ_RqPlRZ, 5742035]
[paragraph, [433.0, 567.0, 349.0, 36.0], xkJ_RqPlRZ, 5742035]
[paragraph, [433.0, 603.0, 349.0, 36.0], xkJ_RqPlRZ, 5742035]
[paragraph, [433.0, 639.0, 349.0, 36.0], xkJ_RqPlRZ, 5742035]
[paragraph, [433.0, 675.0, 349.0, 36.0], xkJ_RqPlRZ, 5742035]
[paragraph, [75.0, 249.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 285.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 321.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 357.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 393.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 429.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 465.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 501.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 537.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 573.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 609.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 645.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 681.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 717.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 753.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 789.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 825.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 861.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 897.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 933.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 969.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1005.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1041.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1077.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1113.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1149.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1185.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1221.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1257.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1293.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1329.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1365.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1401.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [75.0, 1437.0, 346.0, 36.0], CzjQ0XvJvv, 5742035]
[paragraph, [427.0, 725.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 761.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 797.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 833.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 869.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 905.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 941.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 977.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1013.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1049.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1085.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1121.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1157.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1193.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1229.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1265.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1301.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1337.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1373.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
[paragraph, [427.0, 1409.0, 361.0, 36.0], CRbrCYvo2_, 5742035]
