[6000, 4167]
[folio, [1270.0, 619.0, 1713.0, 52.5], Lc-uFvzMN1, 5721819]
[paragraph, [572.0, 4014.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4067.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4119.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4172.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4224.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4277.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4329.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4382.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4434.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4487.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4539.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4592.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4644.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4697.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4749.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4802.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4854.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4907.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 4959.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5012.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5064.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5117.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5169.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5222.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5274.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5327.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5379.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5432.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5484.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 5537.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
