[1388, 886]
[folio, [640.0, 48.0, 207.0, 18.0], GKQ5PnCQSM, 5742497]
[paragraph, [454.0, 842.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 860.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 878.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 896.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 914.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 932.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 950.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 968.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 986.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1004.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1022.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1040.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1058.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1076.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1094.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1112.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1130.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1148.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1166.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1184.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1202.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1220.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1238.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1256.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1274.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1292.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 1310.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[footnote, [576.0, 1356.0, 259.0, 18.0], SbpcriZZvU, 5742497]
