[2806, 1984]
[section-title, [445.0, 87.0, 1087.0, 79.5], shoonya_3sO3QGE5J70FR0, 5698340]
[folio, [902.0, 1095.0, 160.0, 46.5], shoonya_1sFWUU12ASJU2T, 5698340]
[answer, [161.0, 1283.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1329.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1376.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1422.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1469.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1515.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1562.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1608.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1655.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1701.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1748.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1794.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1841.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1887.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1934.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 1980.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2027.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2073.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2120.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2166.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2213.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2259.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2306.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2352.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2399.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2445.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2492.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2538.5, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[answer, [161.0, 2585.0, 1625.0, 46.5], shoonya_5sCDVRUXHT92OB, 5698340]
[paragraph, [205.0, 1291.0, 1548.0, 46.5], 5RIRuErYTt, 5698340]
[paragraph, [205.0, 1337.5, 1548.0, 46.5], 5RIRuErYTt, 5698340]
[paragraph, [205.0, 1384.0, 1548.0, 46.5], 5RIRuErYTt, 5698340]
[paragraph, [205.0, 1430.5, 1548.0, 46.5], 5RIRuErYTt, 5698340]
[paragraph, [205.0, 1477.0, 1548.0, 46.5], 5RIRuErYTt, 5698340]
[paragraph, [205.0, 1523.5, 1548.0, 46.5], 5RIRuErYTt, 5698340]
[paragraph, [326.0, 1581.0, 1433.0, 46.5], shoonya_7sJOYAT2IB07RK, 5698340]
[paragraph, [326.0, 1627.5, 1433.0, 46.5], shoonya_7sJOYAT2IB07RK, 5698340]
[paragraph, [326.0, 1674.0, 1433.0, 46.5], shoonya_7sJOYAT2IB07RK, 5698340]
[paragraph, [326.0, 1720.5, 1433.0, 46.5], shoonya_7sJOYAT2IB07RK, 5698340]
[paragraph, [326.0, 1767.0, 1433.0, 46.5], shoonya_7sJOYAT2IB07RK, 5698340]
[ordered-list, [200.0, 1872.0, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 1918.5, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 1965.0, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2011.5, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2058.0, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2104.5, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2151.0, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2197.5, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2244.0, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2290.5, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2337.0, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2383.5, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2430.0, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2476.5, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2523.0, 1578.0, 46.5], kgmvCdMbRY, 5698340]
[ordered-list, [200.0, 2569.5, 1578.0, 46.5], kgmvCdMbRY, 5698340]
