[1447, 1063]
[folio, [431.0, 56.0, 197.0, 18.0], s_YpKipe-R, 5762735]
[paragraph, [92.0, 700.0, 432.0, 18.0], vu6NCYXmHZ, 5762735]
[paragraph, [92.0, 718.0, 432.0, 18.0], vu6NCYXmHZ, 5762735]
[paragraph, [93.0, 755.0, 430.0, 18.0], Nl1b9MrUCo, 5762735]
[paragraph, [93.0, 773.0, 430.0, 18.0], Nl1b9MrUCo, 5762735]
[paragraph, [93.0, 791.0, 430.0, 18.0], Nl1b9MrUCo, 5762735]
[paragraph, [539.0, 785.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 803.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 821.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 839.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 857.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 875.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 893.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 911.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 929.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 947.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 965.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 983.0, 425.0, 18.0], Q-p3q_-hHK, 5762735]
[paragraph, [539.0, 1014.0, 429.0, 18.0], rGG_h7PBbd, 5762735]
[paragraph, [539.0, 1032.0, 429.0, 18.0], rGG_h7PBbd, 5762735]
[paragraph, [539.0, 1050.0, 429.0, 18.0], rGG_h7PBbd, 5762735]
[paragraph, [539.0, 1068.0, 429.0, 18.0], rGG_h7PBbd, 5762735]
[paragraph, [539.0, 1086.0, 429.0, 18.0], rGG_h7PBbd, 5762735]
[paragraph, [539.0, 1104.0, 429.0, 18.0], rGG_h7PBbd, 5762735]
[paragraph, [539.0, 1122.0, 429.0, 18.0], rGG_h7PBbd, 5762735]
[paragraph, [539.0, 1160.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1178.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1196.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1214.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1232.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1250.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1268.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1286.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1304.0, 427.0, 18.0], ooGL4wehn9, 5762735]
[paragraph, [539.0, 1322.0, 427.0, 18.0], ooGL4wehn9, 5762735]
