[1388, 886]
[folio, [368.0, 63.0, 135.0, 18.0], shoonya_0sFO65LI15D5ED, 5742652]
[paragraph, [449.0, 1237.0, 409.0, 18.0], BpUiB6cRL_, 5742652]
[paragraph, [449.0, 1255.0, 409.0, 18.0], BpUiB6cRL_, 5742652]
[paragraph, [449.0, 1273.0, 409.0, 18.0], BpUiB6cRL_, 5742652]
[paragraph, [449.0, 1291.0, 409.0, 18.0], BpUiB6cRL_, 5742652]
[paragraph, [15.0, 552.0, 335.0, 18.0], wVcmOEu8fq, 5742652]
[paragraph, [15.0, 570.0, 335.0, 18.0], wVcmOEu8fq, 5742652]
[paragraph, [15.0, 588.0, 335.0, 18.0], wVcmOEu8fq, 5742652]
[paragraph, [15.0, 606.0, 335.0, 18.0], wVcmOEu8fq, 5742652]
[paragraph, [15.0, 624.0, 335.0, 18.0], wVcmOEu8fq, 5742652]
[paragraph, [15.0, 642.0, 335.0, 18.0], wVcmOEu8fq, 5742652]
[paragraph, [23.0, 672.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 690.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 708.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 726.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 744.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 762.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 780.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 798.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 816.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 834.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 852.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 870.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 888.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 906.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 924.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 942.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 960.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 978.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 996.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 1014.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [23.0, 1032.0, 406.0, 18.0], ZKqD6BOq1m, 5742652]
[paragraph, [26.0, 1078.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1096.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1114.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1132.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1150.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1168.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1186.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1204.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1222.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1240.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1258.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1276.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[paragraph, [26.0, 1294.0, 407.0, 18.0], shoonya_3sW0VVLSKURYIH, 5742652]
[footnote, [568.0, 1350.0, 263.0, 18.0], XB3H1syeYQ, 5742652]
