[1320, 1176]
[folio, [950.0, 62.0, 158.0, 18.0], shoonya_3sYZ42HXE8LNMS, 5694523]
[paragraph, [413.0, 636.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 654.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 672.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 690.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 708.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 726.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 744.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 762.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 780.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 798.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 816.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 834.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 852.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [763.0, 354.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 372.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 390.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 408.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 426.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 444.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 462.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 480.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 498.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 516.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 534.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 552.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 570.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 588.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 606.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 624.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [763.0, 642.0, 351.0, 18.0], nRFPvENRTt, 5694523]
[paragraph, [759.0, 665.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [759.0, 683.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [759.0, 701.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [759.0, 719.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [759.0, 737.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [759.0, 755.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [759.0, 773.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [759.0, 791.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [759.0, 809.0, 363.0, 18.0], 46PQDAgacn, 5694523]
[paragraph, [763.0, 837.0, 354.0, 18.0], ePpzGa_lQf, 5694523]
[paragraph, [763.0, 855.0, 354.0, 18.0], ePpzGa_lQf, 5694523]
[paragraph, [763.0, 873.0, 354.0, 18.0], ePpzGa_lQf, 5694523]
[paragraph, [763.0, 891.0, 354.0, 18.0], ePpzGa_lQf, 5694523]
[paragraph, [763.0, 909.0, 354.0, 18.0], ePpzGa_lQf, 5694523]
[paragraph, [763.0, 927.0, 354.0, 18.0], ePpzGa_lQf, 5694523]
[paragraph, [763.0, 945.0, 354.0, 18.0], ePpzGa_lQf, 5694523]
[paragraph, [763.0, 963.0, 354.0, 18.0], ePpzGa_lQf, 5694523]
[paragraph, [414.0, 864.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 882.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 900.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 918.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 936.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 954.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 972.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 990.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1008.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1026.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1044.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1062.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1080.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1098.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1116.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1134.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1152.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1170.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1188.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1206.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1224.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1242.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [414.0, 1260.0, 346.0, 18.0], shoonya_5s6TPH7WI150EH, 5694523]
[paragraph, [70.0, 949.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 967.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 985.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 1003.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 1021.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 1039.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 1057.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 1075.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 1093.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 1111.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[paragraph, [70.0, 1129.0, 339.0, 18.0], shoonya_7s7ZXLJCH38O3S, 5694523]
[sub-section-title, [765.0, 975.0, 280.0, 25.5], x9VyP-99y9, 5694523]
[paragraph, [751.0, 1005.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1023.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1041.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1059.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1077.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1095.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1113.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1131.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1149.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1167.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1185.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1203.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1221.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [751.0, 1239.0, 370.0, 18.0], 96RQdDIVFI, 5694523]
[paragraph, [65.0, 1150.0, 348.0, 18.0], shoonya_4s3HDIOXUUZCCT, 5694523]
[paragraph, [65.0, 1168.0, 348.0, 18.0], shoonya_4s3HDIOXUUZCCT, 5694523]
[paragraph, [65.0, 1186.0, 348.0, 18.0], shoonya_4s3HDIOXUUZCCT, 5694523]
[paragraph, [65.0, 1204.0, 348.0, 18.0], shoonya_4s3HDIOXUUZCCT, 5694523]
[paragraph, [65.0, 1222.0, 348.0, 18.0], shoonya_4s3HDIOXUUZCCT, 5694523]
[paragraph, [65.0, 1240.0, 348.0, 18.0], shoonya_4s3HDIOXUUZCCT, 5694523]
