[1468, 909]
[folio, [363.0, 82.0, 152.0, 18.0], ntb3sljZNq, 5769999]
[ordered-list, [86.0, 815.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 833.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 851.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 869.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 887.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 905.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 923.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 941.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 959.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 977.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 995.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1013.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1031.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1049.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1067.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1085.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1103.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1121.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1139.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1157.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1175.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1193.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1211.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1229.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1247.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1265.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1283.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1301.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 1319.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[sub-ordered-list, [87.0, 554.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 572.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 590.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 608.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 626.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 644.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 662.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 680.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 698.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 716.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 734.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 752.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 770.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 788.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 806.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 824.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 842.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 860.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 878.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 896.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 914.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 932.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 950.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 968.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 986.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1004.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1022.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1040.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1058.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1076.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1094.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1112.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1130.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1148.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1166.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1184.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1202.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1220.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1238.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1256.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1274.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1292.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1310.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[sub-ordered-list, [87.0, 1328.0, 366.0, 18.0], YIlkxJUIQ1, 5769999]
[ordered-list, [460.0, 1064.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1082.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1100.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1118.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1136.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1154.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1172.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1190.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1208.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1226.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1244.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1262.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1280.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1298.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1316.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1334.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1352.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[ordered-list, [460.0, 1370.0, 371.0, 18.0], YqBFO1RROy, 5769999]
[paragraph, [114.0, 1353.0, 339.0, 18.0], UCYhWd9v6s, 5769999]
[paragraph, [114.0, 1371.0, 339.0, 18.0], UCYhWd9v6s, 5769999]
