[2067, 1567]
[folio, [1130.0, 190.0, 241.0, 36.0], shoonya_14sYHKJUHA1VJP, 5735484]
[paragraph, [188.0, 652.0, 374.0, 36.0], shoonya_11s0AJ9093ZYOZ, 5735484]
[paragraph, [188.0, 688.0, 374.0, 36.0], shoonya_11s0AJ9093ZYOZ, 5735484]
[paragraph, [193.0, 831.0, 173.0, 36.0], shoonya_15sHSNHJKT6T2T, 5735484]
[paragraph, [450.0, 919.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[paragraph, [450.0, 955.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[paragraph, [450.0, 991.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[paragraph, [450.0, 1027.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[paragraph, [450.0, 1063.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[paragraph, [450.0, 1099.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[paragraph, [450.0, 1135.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[paragraph, [450.0, 1171.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[paragraph, [450.0, 1207.0, 322.0, 36.0], shoonya_7s8NVYH9XFUOKV, 5735484]
[sidebar, [1408.0, 1244.0, 142.0, 36.0], y6DL9fCDqY, 5735484]
[paragraph, [193.0, 1274.0, 584.0, 36.0], shoonya_16sL9CFX0XCUR6, 5735484]
[paragraph, [193.0, 1310.0, 584.0, 36.0], shoonya_16sL9CFX0XCUR6, 5735484]
[paragraph, [193.0, 1346.0, 584.0, 36.0], shoonya_16sL9CFX0XCUR6, 5735484]
[paragraph, [193.0, 1382.0, 584.0, 36.0], shoonya_16sL9CFX0XCUR6, 5735484]
[paragraph, [192.0, 1458.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [192.0, 1494.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [192.0, 1530.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [192.0, 1566.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [192.0, 1602.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [192.0, 1638.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [192.0, 1674.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [192.0, 1710.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [192.0, 1746.0, 580.0, 36.0], shoonya_0s0WPRVLUJAFYI, 5735484]
[paragraph, [792.0, 1584.0, 580.0, 36.0], shoonya_3sWABNQL2GOPZD, 5735484]
[paragraph, [792.0, 1620.0, 580.0, 36.0], shoonya_3sWABNQL2GOPZD, 5735484]
[paragraph, [792.0, 1656.0, 580.0, 36.0], shoonya_3sWABNQL2GOPZD, 5735484]
[paragraph, [792.0, 1692.0, 580.0, 36.0], shoonya_3sWABNQL2GOPZD, 5735484]
[paragraph, [792.0, 1728.0, 580.0, 36.0], shoonya_3sWABNQL2GOPZD, 5735484]
[paragraph, [792.0, 1764.0, 580.0, 36.0], shoonya_3sWABNQL2GOPZD, 5735484]
[folio, [199.0, 1824.0, 226.0, 36.0], NJlamhs8EB, 5735484]
