[1387, 987]
[paragraph, [93.0, 95.0, 766.0, 18.0], shoonya_2sWRJCCA6YUGMD, 5653006]
[paragraph, [93.0, 649.0, 784.0, 18.0], OB9oaty8BP, 5653006]
[paragraph, [93.0, 667.0, 784.0, 18.0], OB9oaty8BP, 5653006]
[paragraph, [93.0, 699.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [93.0, 717.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [93.0, 735.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [93.0, 753.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [93.0, 771.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [93.0, 789.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [93.0, 807.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [93.0, 825.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [93.0, 843.0, 794.0, 18.0], WRdtQQHrd4, 5653006]
[paragraph, [88.0, 882.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 900.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 918.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 936.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 954.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 972.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 990.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1008.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1026.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1044.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1062.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1080.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1098.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1116.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1134.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1152.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1170.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1188.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
[paragraph, [88.0, 1206.0, 803.0, 18.0], shoonya_0sP7KJHMFTQ8PP, 5653006]
